id,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription,feed_url,SD_url_2014,SD_url_2015,SD_url_2016,feed_retrieved_date
63,820313,AMPHENOL CORP /DE/,6530,NYSE,APH,3678,Electronic Connectors,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=820313&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/820313/000110465914043270/0001104659-14-043270-index.htm,http://www.sec.gov/Archives/edgar/data/820313/000110465915042326/0001104659-15-042326-index.htm,,2016-04-30
64,720500,AMTECH SYSTEMS INC,9297,Nasdaq Global Market,ASYS,3559,"Special Industry Machinery, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=720500&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/720500/000072050014000018/0000720500-14-000018-index.htm,http://www.sec.gov/Archives/edgar/data/720500/000072050015000031/0000720500-15-000031-index.htm,,2016-04-30
65,320193,APPLE INC,2035,Nasdaq Global Market,AAPL,3571,Electronic Computers,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=320193&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/320193/000119312514217311/0001193125-14-217311-index.htm,http://www.sec.gov/Archives/edgar/data/320193/000119312515045292/0001193125-15-045292-index.htm,http://www.sec.gov/Archives/edgar/data/320193/000119312516523320/0001193125-16-523320-index.htm,2016-04-30
66,109563,APPLIED INDUSTRIAL TECHNOLOGIES INC,5946,NYSE,AIT,5080,"Machinery, Equipment, And Supplies",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=109563&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/109563/000010956314000020/0000109563-14-000020-index.htm,http://www.sec.gov/Archives/edgar/data/109563/000010956315000080/0000109563-15-000080-index.htm,,2016-04-30
67,6951,APPLIED MATERIALS INC /DE,2730,Nasdaq Global Market,AMAT,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=6951&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/6951/000119312514219939/0001193125-14-219939-index.htm,http://www.sec.gov/Archives/edgar/data/6951/000119312515204378/0001193125-15-204378-index.htm,,2016-04-30
68,711065,APPLIED MICRO CIRCUITS CORP,9399,Nasdaq Global Market,AMCC,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=711065&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/711065/000119312514220160/0001193125-14-220160-index.htm,http://www.sec.gov/Archives/edgar/data/711065/000119312515204578/0001193125-15-204578-index.htm,,2016-04-30
69,6845,"APOGEE ENTERPRISES, INC.",11973,Nasdaq Global Market,APOG,3231,"Glass Products, Made of Purchased Glass",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=6845&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/6845/000119312514218976/0001193125-14-218976-index.htm,http://www.sec.gov/Archives/edgar/data/6845/000119312515205744/0001193125-15-205744-index.htm,,2016-04-30
70,896622,APTARGROUP INC,2149,NYSE,ATR,3089,"Plastics Products, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=896622&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/896622/000110465914042798/0001104659-14-042798-index.htm,http://www.sec.gov/Archives/edgar/data/896622/000110465915042020/0001104659-15-042020-index.htm,,2016-04-30
71,52795,ANIXTER INTERNATIONAL INC,6085,NYSE,AXE,5063,"Electrical Apparatus and Equipment Wiring Supplies, and Construc",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=52795&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/52795/000005279514000019/0000052795-14-000019-index.htm,http://www.sec.gov/Archives/edgar/data/52795/000005279515000016/0000052795-15-000016-index.htm,,2016-04-30
72,719866,ARCTIC CAT INC,6923,Nasdaq Global Market,ACAT,3790,Miscellaneous Transportation Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=719866&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/719866/000119312514219299/0001193125-14-219299-index.htm,http://www.sec.gov/Archives/edgar/data/719866/000119312515206393/0001193125-15-206393-index.htm,,2016-04-30
73,1508478,ARCOS DORADOS HOLDINGS INC.,851067,NYSE,ARCO,5812,Eating Places,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1508478&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1508478/000095010314003812/0000950103-14-003812-index.htm,http://www.sec.gov/Archives/edgar/data/1508478/000095010315004121/0000950103-15-004121-index.htm,,2016-04-30
74,1141107,ARRIS GROUP INC,86730,Nasdaq Global Market,ARRS,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1141107&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1141107/000119312514220043/0001193125-14-220043-index.htm,http://www.sec.gov/Archives/edgar/data/1141107/000119312515198729/0001193125-15-198729-index.htm,,2016-04-30
75,916529,AROTECH CORP,4613,Nasdaq Global Market,ARTX,3690,"Miscellaneous Electrical Machinery, Equipment,",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=916529&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/916529/000118518514001472/0001185185-14-001472-index.htm,http://www.sec.gov/Archives/edgar/data/916529/000118518515001502/0001185185-15-001502-index.htm,,2016-04-30
76,7536,ARROW ELECTRONICS INC,10480,NYSE,ARW,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=7536&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/7536/000152650814000029/0001526508-14-000029-index.htm,http://www.sec.gov/Archives/edgar/data/7536/000161958015000015/0001619580-15-000015-index.htm,,2016-04-30
77,7431,ARMSTRONG WORLD INDUSTRIES INC,462,NYSE,AWI,3089,"Plastics Products, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=7431&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/7431/000119312514218343/0001193125-14-218343-index.htm,http://www.sec.gov/Archives/edgar/data/7431/000119312515205471/0001193125-15-205471-index.htm,,2016-04-30
78,819689,ARRHYTHMIA RESEARCH TECHNOLOGY INC /DE/,7961,NYSE MKT,HRT,3845,Electromedical and Electrotherapeutic Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=819689&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/819689/000081968914000046/0000819689-14-000046-index.htm,http://www.sec.gov/Archives/edgar/data/819689/000081968915000045/0000819689-15-000045-index.htm,,2016-04-30
79,1243429,ARCELORMITTAL,411933,NYSE,MT,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1243429&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1243429/000090342314000345/0000903423-14-000345-index.htm,http://www.sec.gov/Archives/edgar/data/1243429/000090342315000344/0000903423-15-000344-index.htm,,2016-04-30
80,8146,ASTRO MED INC /NEW/,9911,Nasdaq Global Market,ALOT,3577,"Computer Peripheral Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=8146&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/8146/000119312514222103/0001193125-14-222103-index.htm,http://www.sec.gov/Archives/edgar/data/8146/000119312515205434/0001193125-15-205434-index.htm,,2016-04-30
81,1026980,ASIA PACIFIC WIRE & CABLE CORP LTD,2505,Nasdaq Global Market,APWC,3357,Drawing and Insulating of Nonferrous Wire,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1026980&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1026980/000129281414001396/0001292814-14-001396-index.htm,http://www.sec.gov/Archives/edgar/data/1026980/000117184315003186/0001171843-15-003186-index.htm,,2016-04-30
82,7623,ARTS WAY MANUFACTURING CO INC,4281,Nasdaq Capital Market,ARTW,3523,Farm Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=7623&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/7623/000143774915011201/0001437749-15-011201-index.htm,,2016-04-30
83,1305014,ASHLAND INC.,652025,NYSE,ASH,5160,Chemicals And Allied Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1305014&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1305014/000130501414000049/0001305014-14-000049-index.htm,http://www.sec.gov/Archives/edgar/data/1305014/000130501415000067/0001305014-15-000067-index.htm,,2016-04-30
84,316888,AVINO SILVER & GOLD MINES LTD,188963,NYSE MKT,ASM,1000,Metal Mining,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=316888&start=0&type=SD,,,,2016-04-30
85,937966,ASML HOLDING NV,10888,Nasdaq Global Market,ASML,3559,"Special Industry Machinery, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=937966&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/937966/000119312514214143/0001193125-14-214143-index.htm,http://www.sec.gov/Archives/edgar/data/937966/000119312515203845/0001193125-15-203845-index.htm,,2016-04-30
86,1498301,"ASCENA RETAIL GROUP, INC.",835398,Nasdaq Global Market,ASNA,5600,Retail-Apparel & Accessory Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1498301&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1498301/000157104914002154/0001571049-14-002154-index.htm,http://www.sec.gov/Archives/edgar/data/1498301/000114420415034340/0001144204-15-034340-index.htm,,2016-04-30
87,792987,ASTEC INDUSTRIES INC,11104,Nasdaq Global Market,ASTE,3531,Construction Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=792987&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/792987/000079298714000031/0000792987-14-000031-index.htm,http://www.sec.gov/Archives/edgar/data/792987/000079298715000028/0000792987-15-000028-index.htm,,2016-04-30
88,8063,ASTRONICS CORP,8929,Nasdaq Global Market,ATRO,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=8063&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/8063/000119312514217932/0001193125-14-217932-index.htm,http://www.sec.gov/Archives/edgar/data/8063/000119312515208679/0001193125-15-208679-index.htm,,2016-04-30
89,1113232,AXCELIS TECHNOLOGIES INC,75852,Nasdaq Global Market,ACLS,3559,"Special Industry Machinery, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1113232&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1113232/000110465914042021/0001104659-14-042021-index.htm,http://www.sec.gov/Archives/edgar/data/1113232/000110465915040173/0001104659-15-040173-index.htm,,2016-04-30
90,896841,"AVID TECHNOLOGY, INC.",3925,Nasdaq Global Market,AVID,3861,Photographic Equipment and Supplies,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=896841&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/896841/000089684114000033/0000896841-14-000033-index.htm,http://www.sec.gov/Archives/edgar/data/896841/000089684115000053/0000896841-15-000053-index.htm,,2016-04-30
91,1377789,"AVIAT NETWORKS, INC.",723464,Nasdaq Global Market,AVNW,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1377789&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1377789/000137778914000038/0001377789-14-000038-index.htm,http://www.sec.gov/Archives/edgar/data/1377789/000137778915000052/0001377789-15-000052-index.htm,,2016-04-30
92,8868,AVON PRODUCTS INC,1328,NYSE,AVP,2844,"Perfumes, Cosmetics, and Other Toilet Preparations",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=8868&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/8868/000000886814000030/0000008868-14-000030-index.htm,http://www.sec.gov/Archives/edgar/data/8868/000000886815000041/0000008868-15-000041-index.htm,,2016-04-30
93,8858,AVNET INC,7983,NYSE,AVT,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=8858&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/8858/000119312514222347/0001193125-14-222347-index.htm,http://www.sec.gov/Archives/edgar/data/8858/000119312515206797/0001193125-15-206797-index.htm,http://www.sec.gov/Archives/edgar/data/8858/000119312516569872/0001193125-16-569872-index.htm,2016-04-30
94,859163,AVX CORP,461,NYSE,AVX,3670,Electronic Components And Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=859163&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/859163/000085916314000043/0000859163-14-000043-index.htm,http://www.sec.gov/Archives/edgar/data/859163/000085916315000026/0000859163-15-000026-index.htm,,2016-04-30
95,805264,AXIALL CORP/DE/,73,NYSE,AXLL,2821,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elasto",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=805264&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/805264/000110465914042881/0001104659-14-042881-index.htm,http://www.sec.gov/Archives/edgar/data/805264/000110465915041974/0001104659-15-041974-index.htm,,2016-04-30
96,861361,B/E AEROSPACE INC,1194,Nasdaq Global Market,BEAV,2531,Public Building and Related Furniture,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=861361&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/861361/000094787114000363/0000947871-14-000363-index.htm,http://www.sec.gov/Archives/edgar/data/861361/000094787115000423/0000947871-15-000423-index.htm,,2016-04-30
97,9092,BADGER METER INC,3683,NYSE,BMI,3824,Totalizing Fluid Meters and Counting Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=9092&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/9092/000114036114024108/0001140361-14-024108-index.htm,http://www.sec.gov/Archives/edgar/data/9092/000119312515209081/0001193125-15-209081-index.htm,,2016-04-30
98,9984,BARNES GROUP INC,9112,NYSE,B,3490,Miscellaneous Fabricated Metal Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=9984&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/9984/000119312514221750/0001193125-14-221750-index.htm,http://www.sec.gov/Archives/edgar/data/9984/000000998415000047/0000009984-15-000047-index.htm,,2016-04-30
99,10456,BAXTER INTERNATIONAL INC,9422,NYSE,BAX,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=10456&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/10456/000119312514220892/0001193125-14-220892-index.htm,http://www.sec.gov/Archives/edgar/data/10456/000119312515201880/0001193125-15-201880-index.htm,,2016-04-30
100,886158,BED BATH & BEYOND INC,6869,Nasdaq Global Market,BBBY,5700,"Retail-Home Furniture, Furnishings & Equipment Stores",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=886158&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/886158/000117184314002635/0001171843-14-002635-index.htm,http://www.sec.gov/Archives/edgar/data/886158/000117184315003200/0001171843-15-003200-index.htm,,2016-04-30
101,9892,BARD C R INC /NJ/,2734,NYSE,BCR,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=9892&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/9892/000119312514222346/0001193125-14-222346-index.htm,http://www.sec.gov/Archives/edgar/data/9892/000119312515204130/0001193125-15-204130-index.htm,,2016-04-30
102,10795,BECTON DICKINSON & CO,7018,NYSE,BDX,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=10795&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/10795/000119312514219287/0001193125-14-219287-index.htm,http://www.sec.gov/Archives/edgar/data/10795/000119312515206469/0001193125-15-206469-index.htm,,2016-04-30
103,1059272,"BEBE STORES, INC.",295,Nasdaq Global Market,BEBE,2330,"Women's, Misses', And Juniors' Outerwear",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1059272&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1059272/000105927214000026/0001059272-14-000026-index.htm,http://www.sec.gov/Archives/edgar/data/1059272/000105927215000031/0001059272-15-000031-index.htm,,2016-04-30
104,808362,BAKER HUGHES INC,4375,NYSE,BHI,3533,Oil and Gas Field Machinery and Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=808362&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/808362/000080836214000032/0000808362-14-000032-index.htm,http://www.sec.gov/Archives/edgar/data/808362/000080836215000028/0000808362-15-000028-index.htm,,2016-04-30
105,890491,BARNES & NOBLE INC,11529,NYSE,BKS,5940,Miscellaneous Shopping Goods Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=890491&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/890491/000119312514221602/0001193125-14-221602-index.htm,http://www.sec.gov/Archives/edgar/data/890491/000119312515209178/0001193125-15-209178-index.htm,,2016-04-30
106,9389,BALL CORP,7440,NYSE,BLL,3411,Metal Cans,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=9389&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/9389/000114036114024045/0001140361-14-024045-index.htm,http://www.sec.gov/Archives/edgar/data/9389/000114036115022101/0001140361-15-022101-index.htm,,2016-04-30
