,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription,feed_url,SD_url_2014,SD_url_2015,SD_url_2016,feed_retrieved_date
485,1265888,NEUSTAR INC,598815,NYSE,NSR,4899,"Communications Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1265888&start=0&type=SD,,,,2016-04-30
486,910073,NEW YORK COMMUNITY BANCORP INC,6740,NYSE,NYCB,6036,"Savings Institutions, Not Federally Chartered",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=910073&start=0&type=SD,,,,2016-04-30
487,1294016,RUCKUS WIRELESS INC,639489,NYSE,RKUS,3577,"Computer Peripheral Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1294016&start=0&type=SD,,,,2016-04-30
488,29669,RR DONNELLEY & SONS CO,9636,Nasdaq Global Market,RRD,2750,Commercial Printing,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=29669&start=0&type=SD,,,,2016-04-30
489,1094392,RUDOLPH TECHNOLOGIES INC,9091,NYSE,RTEC,3823,"Industrial Instruments for Measurement, Display, and Control of ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1094392&start=0&type=SD,,,,2016-04-30
490,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,974,NYSE,IFF,2860,Industrial Organic Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=51253&start=0&type=SD,,,,2016-04-30
491,51434,INTERNATIONAL PAPER CO /NEW/,5956,NYSE,IP,2621,Paper Mills,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=51434&start=0&type=SD,,,,2016-04-30
492,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2893,NYSE,IPG,7311,Advertising Agencies,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=51644&start=0&type=SD,,,,2016-04-30
493,1045810,NVIDIA CORP,4967,Nasdaq Global Market,NVDA,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1045810&start=0&type=SD,,,,2016-04-30
494,1413447,NXP SEMICONDUCTORS N.V.,757890,Nasdaq Global Market,NXPI,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1413447&start=0&type=SD,,,,2016-04-30
495,1333170,"NXSTAGE MEDICAL, INC.",680141,Nasdaq Global Market,NXTM,3845,Electromedical and Electrotherapeutic Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1333170&start=0&type=SD,,,,2016-04-30
496,73756,OCEANEERING INTERNATIONAL INC,10241,NYSE,OII,1389,"Oil and Gas Field Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=73756&start=0&type=SD,,,,2016-04-30
497,1095348,O2MICRO INTERNATIONAL LTD,81241,Nasdaq Global Market,OIIM,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1095348&start=0&type=SD,,,,2016-04-30
498,715957,DOMINION RESOURCES INC /VA/,8334,NYSE,D,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=715957&start=0&type=SD,,,,2016-04-30
499,1393612,DISCOVER FINANCIAL SERVICES,738752,NYSE,DFS,6141,Personal Credit Institutions,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1393612&start=0&type=SD,,,,2016-04-30
500,29534,DOLLAR GENERAL CORP,1605,NYSE,DG,5331,Variety Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=29534&start=0&type=SD,,,,2016-04-30
501,1001082,DISH NETWORK CORP,2702,Nasdaq Global Market,DISH,4841,Cable and Other Pay Television Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1001082&start=0&type=SD,,,,2016-04-30
502,935703,DOLLAR TREE INC,8110,Nasdaq Global Market,DLTR,5331,Variety Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=935703&start=0&type=SD,,,,2016-04-30
503,1439567,"UNITED STATES SHORT OIL FUND, LP",783158,NYSE,DNO,6221,Commodity Contracts Brokers and Dealers,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1439567&start=0&type=SD,,,,2016-04-30
504,1129155,MARINE PRODUCTS CORP,81510,NYSE,MPX,3730,Ship And Boat Building And Repairing,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1129155&start=0&type=SD,,,,2016-04-30
505,277595,ENERGEN CORP,4432,NYSE,EGN,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=277595&start=0&type=SD,,,,2016-04-30
506,1276187,"ENERGY TRANSFER EQUITY, L.P.",616715,NYSE,ETE,4922,Natural Gas Transmission,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1276187&start=0&type=SD,,,,2016-04-30
507,64996,MERCURY GENERAL CORP,2681,NYSE,MCY,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=64996&start=0&type=SD,,,,2016-04-30
508,701811,MENTOR GRAPHICS CORP,7256,Nasdaq Global Market,MENT,7373,Computer Integrated Systems Design,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=701811&start=0&type=SD,,,,2016-04-30
509,1356104,"MELLANOX TECHNOLOGIES, LTD.",722089,Nasdaq Global Market,MLNX,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1356104&start=0&type=SD,,,,2016-04-30
510,856982,MERIT MEDICAL SYSTEMS INC,11301,Nasdaq Global Market,MMSI,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=856982&start=0&type=SD,,,,2016-04-30
511,1113256,MERITOR INC,75881,NYSE,MTOR,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1113256&start=0&type=SD,,,,2016-04-30
512,794172,MERIDIAN BIOSCIENCE INC,11506,Nasdaq Global Market,VIVO,2835,In Vitro and In Vivo Diagnostic Substances,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=794172&start=0&type=SD,,,,2016-04-30
513,100493,TYSON FOODS INC,3674,NYSE,TSN,2015,Poultry Slaughtering and Processing,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=100493&start=0&type=SD,,,,2016-04-30
514,1465740,TWO HARBORS INVESTMENT CORP.,806562,NYSE,TWO,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1465740&start=0&type=SD,,,,2016-04-30
515,1418091,"TWITTER, INC.",763922,NYSE,TWTR,7370,"Computer Programming, Data Processing, And",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1418091&start=0&type=SD,,,,2016-04-30
516,74208,"UDR, INC.",3416,NYSE,UDR,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=74208&start=0&type=SD,,,,2016-04-30
517,36104,US BANCORP \DE\,11930,NYSE,USB,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=36104&start=0&type=SD,,,,2016-04-30
518,757011,USG CORP,8285,NYSE,USG,3270,"Concrete, Gypsum, And Plaster Products",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=757011&start=0&type=SD,,,,2016-04-30
519,1166388,VERINT SYSTEMS INC,96725,Nasdaq Global Market,VRNT,7373,Computer Integrated Systems Design,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1166388&start=0&type=SD,,,,2016-04-30
520,906107,EQUITY RESIDENTIAL,6121,NYSE,EQR,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=906107&start=0&type=SD,,,,2016-04-30
521,922621,ERIE INDEMNITY CO,11292,Nasdaq Global Market,ERIE,6411,"Insurance Agents, Brokers, and Service",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=922621&start=0&type=SD,,,,2016-04-30
522,920522,ESSEX PROPERTY TRUST INC,4810,NYSE,ESS,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=920522&start=0&type=SD,,,,2016-04-30
523,896156,ETHAN ALLEN INTERIORS INC,3096,NYSE,ETH,2511,"Wood Household Furniture, Except Upholstered",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=896156&start=0&type=SD,,,,2016-04-30
524,65270,METHODE ELECTRONICS INC,7372,NYSE,MEI,3678,Electronic Connectors,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=65270&start=0&type=SD,,,,2016-04-30
525,724004,MESA LABORATORIES INC /CO,3476,Nasdaq Global Market,MLAB,3823,"Industrial Instruments for Measurement, Display, and Control of ",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=724004&start=0&type=SD,,,,2016-04-30
526,1037646,METTLER TOLEDO INTERNATIONAL INC/,1150,NYSE,MTD,3826,Laboratory Analytical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1037646&start=0&type=SD,,,,2016-04-30
527,1532063,EXPRESS SCRIPTS HOLDING CO.,865380,Nasdaq Global Market,ESRX,5912,Drug Stores and Proprietary Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1532063&start=0&type=SD,,,,2016-04-30
528,746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,1552,Nasdaq Global Market,EXPD,4731,Arrangement of Transportation of Freight and Cargo,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=746515&start=0&type=SD,,,,2016-04-30
529,1324424,"EXPEDIA, INC.",671535,Nasdaq Global Market,EXPE,4700,Transportation services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1324424&start=0&type=SD,,,,2016-04-30
530,1289490,EXTRA SPACE STORAGE INC.,635181,NYSE,EXR,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1289490&start=0&type=SD,,,,2016-04-30
531,1326801,FACEBOOK INC,673740,Nasdaq Global Market,FB,7370,"Computer Programming, Data Processing, And",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1326801&start=0&type=SD,,,,2016-04-30
532,1013237,FACTSET RESEARCH SYSTEMS INC,9200,NYSE,FDS,7370,"Computer Programming, Data Processing, And",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1013237&start=0&type=SD,,,,2016-04-30
533,1530721,MICHAEL KORS HOLDINGS LTD,869036,NYSE,KORS,3100,Leather & Leather Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1530721&start=0&type=SD,,,,2016-04-30
534,827054,MICROCHIP TECHNOLOGY INC,698,Nasdaq Global Market,MCHP,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=827054&start=0&type=SD,,,,2016-04-30
535,723125,MICRON TECHNOLOGY INC,4934,Nasdaq Global Market,MU,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=723125&start=0&type=SD,,,,2016-04-30
536,1031296,FIRSTENERGY CORP,3689,NYSE,FE,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1031296&start=0&type=SD,,,,2016-04-30
537,36966,FIRST HORIZON NATIONAL CORP,5314,NYSE,FHN,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=36966&start=0&type=SD,,,,2016-04-30
538,798354,FISERV INC,6043,Nasdaq Global Market,FISV,7374,Computer Processing and Data Preparation and Processing Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=798354&start=0&type=SD,,,,2016-04-30
539,1175454,FLEETCOR TECHNOLOGIES INC,113328,NYSE,FLT,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1175454&start=0&type=SD,,,,2016-04-30
540,1051741,FIRST NIAGARA FINANCIAL GROUP INC,9598,Nasdaq Global Market,FNFG,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1051741&start=0&type=SD,,,,2016-04-30
541,66382,MILLER HERMAN INC,2204,Nasdaq Global Market,MLHR,2520,Office Furniture,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=66382&start=0&type=SD,,,,2016-04-30
542,924822,MILLER INDUSTRIES INC /TN/,1189,NYSE,MLR,3713,Truck and Bus Bodies,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=924822&start=0&type=SD,,,,2016-04-30
543,1403161,VISA INC.,748327,NYSE,V,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1403161&start=0&type=SD,,,,2016-04-30
544,875320,VERTEX PHARMACEUTICALS INC / MA,599,Nasdaq Global Market,VRTX,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=875320&start=0&type=SD,,,,2016-04-30
545,1378718,"WESCO AIRCRAFT HOLDINGS, INC",724080,NYSE,WAIR,5072,Hardware,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1378718&start=0&type=SD,,,,2016-04-30
546,929008,WESCO INTERNATIONAL INC,4358,NYSE,WCC,5063,"Electrical Apparatus and Equipment Wiring Supplies, and Construc",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=929008&start=0&type=SD,,,,2016-04-30
547,912833,WEST MARINE INC,495,Nasdaq Global Market,WMAR,5500,Retail-Auto Dealers & Gasoline Stations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=912833&start=0&type=SD,,,,2016-04-30
548,105770,WEST PHARMACEUTICAL SERVICES INC,13806,NYSE,WST,3060,"Fabricated Rubber Products, Not Elsewhere",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=105770&start=0&type=SD,,,,2016-04-30
549,1024657,WEST CORP,9156,Nasdaq Global Market,WSTC,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1024657&start=0&type=SD,,,,2016-04-30
550,731766,UNITEDHEALTH GROUP INC,8792,NYSE,UNH,6324,Hospital and Medical Service Plans,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=731766&start=0&type=SD,,,,2016-04-30
551,1090727,UNITED PARCEL SERVICE INC,10216,NYSE,UPS,4210,"Trucking And Courier Services, Except Air",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1090727&start=0&type=SD,,,,2016-04-30
552,1067701,UNITED RENTALS INC /DE,54051,NYSE,URI,7359,"Equipment Rental and Leasing, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1067701&start=0&type=SD,,,,2016-04-30
553,821130,UNITED STATES CELLULAR CORP,2839,NYSE,USM,4812,Radiotelephone Communications,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=821130&start=0&type=SD,,,,2016-04-30
554,1082554,UNITED THERAPEUTICS CORP,5683,Nasdaq Global Market,UTHR,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1082554&start=0&type=SD,,,,2016-04-30
555,1111335,VISTEON CORP,75297,NYSE,VC,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1111335&start=0&type=SD,,,,2016-04-30
556,1129260,"VOCERA COMMUNICATIONS, INC.",113414,NYSE,VCRA,3669,"Communications Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1129260&start=0&type=SD,,,,2016-04-30
557,839923,VODAFONE GROUP PUBLIC LTD CO,6799,Nasdaq Global Market,VOD,4812,Radiotelephone Communications,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=839923&start=0&type=SD,,,,2016-04-30
558,1487952,"VISHAY PRECISION GROUP, INC.",824763,NYSE,VPG,3670,Electronic Components And Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1487952&start=0&type=SD,,,,2016-04-30
559,1433660,JOHN BEAN TECHNOLOGIES CORP,777176,NYSE,JBT,3550,"Special Industry Machinery, Except Metalworking",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1433660&start=0&type=SD,,,,2016-04-30
560,72903,XCEL ENERGY INC,1763,NYSE,XEL,4931,Electric and Other Services Combined,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=72903&start=0&type=SD,,,,2016-04-30
561,789933,NACCO INDUSTRIES INC,1939,NYSE,NC,3630,Household Appliances,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=789933&start=0&type=SD,,,,2016-04-30
562,200406,JOHNSON & JOHNSON,10313,NYSE,JNJ,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=200406&start=0&type=SD,,,,2016-04-30
563,1442145,"VERISK ANALYTICS, INC.",785278,Nasdaq Global Market,VRSK,7374,Computer Processing and Data Preparation and Processing Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1442145&start=0&type=SD,,,,2016-04-30
564,945114,SYSTEMAX INC,7641,NYSE,SYX,5961,Catalog and Mail-Order Houses,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=945114&start=0&type=SD,,,,2016-04-30
565,1145197,INSULET CORP,155972,Nasdaq Global Market,PODD,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1145197&start=0&type=SD,,,,2016-04-30
566,67716,MDU RESOURCES GROUP INC,10788,NYSE,MDU,1400,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=67716&start=0&type=SD,,,,2016-04-30
567,76334,PARKER HANNIFIN CORP,9387,NYSE,PH,3490,Miscellaneous Fabricated Metal Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=76334&start=0&type=SD,,,,2016-04-30
568,1584509,ARAMARK,914974,NYSE,ARMK,5812,Eating Places,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1584509&start=0&type=SD,,,,2016-04-30
569,28412,COMERICA INC /NEW/,3777,NYSE,CMA,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=28412&start=0&type=SD,,,,2016-04-30
570,1120295,IXIA,77928,Nasdaq Global Market,XXIA,3825,Instruments for Measuring and Testing of Electricity and Electri,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1120295&start=0&type=SD,,,,2016-04-30
571,1575965,"GAMING & LEISURE PROPERTIES, INC.",906569,Nasdaq Global Market,GLPI,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1575965&start=0&type=SD,,,,2016-04-30
