,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription,feed_url,SD_url_2014,SD_url_2015,SD_url_2016,feed_retrieved_date
905,24545,MOLSON COORS BREWING CO,9561,NYSE,TAP,2082,Malt Beverages,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=24545&start=0&type=SD,,,,2016-04-30
906,874499,GULFPORT ENERGY CORP,5039,Nasdaq Global Market,GPOR,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=874499&start=0&type=SD,,,,2016-04-30
907,1409375,"ORION ENERGY SYSTEMS, INC.",754668,Nasdaq Capital Market,OESX,3640,Electric Lighting And Wiring Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1409375&start=0&type=SD,,,,2016-04-30
908,1466593,OTTER TAIL CORP,807724,Nasdaq Global Market,OTTR,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1466593&start=0&type=SD,,,,2016-04-30
909,732712,VERIZON COMMUNICATIONS INC,7762,NYSE,VZ,4813,"Telephone Communications, Except Radiotelephone",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=732712&start=0&type=SD,,,,2016-04-30
910,1057083,PC TEL INC,5685,Nasdaq Global Market,PCTI,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1057083&start=0&type=SD,,,,2016-04-30
911,1063761,SIMON PROPERTY GROUP INC /DE/,54360,NYSE,SPG,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1063761&start=0&type=SD,,,,2016-04-30
912,721371,CARDINAL HEALTH INC,5728,NYSE,CAH,5122,"Drugs, Drug Proprietaries, and Druggists' Sundries",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=721371&start=0&type=SD,,,,2016-04-30
913,1065696,LKQ CORP,212268,Nasdaq Global Market,LKQ,5010,Motor Vehicles And Motor Vehicle Parts And,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1065696&start=0&type=SD,,,,2016-04-30
914,35527,FIFTH THIRD BANCORP,7793,Nasdaq Global Market,FITB,6022,State Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=35527&start=0&type=SD,,,,2016-04-30
915,1489393,LYONDELLBASELL INDUSTRIES N.V.,826087,NYSE,LYB,2860,Industrial Organic Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1489393&start=0&type=SD,,,,2016-04-30
916,717954,UNIFIRST CORP,7467,NYSE,UNF,7200,Services-Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=717954&start=0&type=SD,,,,2016-04-30
917,1289419,"MORNINGSTAR, INC.",634142,Nasdaq Global Market,MORN,6282,Investment Advice,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1289419&start=0&type=SD,,,,2016-04-30
918,1348259,VALIDUS HOLDINGS LTD,694800,NYSE,VR,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1348259&start=0&type=SD,,,,2016-04-30
919,1299139,TEARLAB CORP,646524,Nasdaq Capital Market,TEAR,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1299139&start=0&type=SD,,,,2016-04-30
920,7084,ARCHER DANIELS MIDLAND CO,10859,NYSE,ADM,2070,Fats And Oils,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=7084&start=0&type=SD,,,,2016-04-30
921,1110783,MONSANTO CO /NEW/,76144,NYSE,MON,2870,Agricultural Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1110783&start=0&type=SD,,,,2016-04-30
922,1617898,KLX INC.,943529,Nasdaq Global Market,KLXI,3720,Aircraft And Parts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1617898&start=0&type=SD,,,,2016-04-30
923,73124,NORTHERN TRUST CORP,10923,Nasdaq Global Market,NTRS,6022,State Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=73124&start=0&type=SD,,,,2016-04-30
924,886346,KADANT INC,9850,NYSE,KAI,3550,"Special Industry Machinery, Except Metalworking",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=886346&start=0&type=SD,,,,2016-04-30
925,893949,"MEDNAX, INC.",10840,NYSE,MD,8060,Hospitals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=893949&start=0&type=SD,,,,2016-04-30
926,775368,ALLEGHANY CORP /DE,11487,NYSE,Y,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=775368&start=0&type=SD,,,,2016-04-30
927,70866,NCR CORP,2066,NYSE,NCR,3578,"Calculating and Accounting Machines, Except Electronic Computers",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=70866&start=0&type=SD,,,,2016-04-30
928,1336917,"UNDER ARMOUR, INC.",683860,NYSE,UA,2300,Apparel & Other Finishd Prods of Fabrics & Similar Matl,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1336917&start=0&type=SD,,,,2016-04-30
929,1285785,MOSAIC CO,630568,NYSE,MOS,2870,Agricultural Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1285785&start=0&type=SD,,,,2016-04-30
930,85408,ROWAN COMPANIES PLC,10681,NYSE,RDC,1381,Drilling Oil and Gas Wells,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=85408&start=0&type=SD,,,,2016-04-30
931,918251,MOTORCAR PARTS AMERICA INC,11357,Nasdaq Global Market,MPAA,3714,Motor Vehicle Parts and Accessories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=918251&start=0&type=SD,,,,2016-04-30
932,50863,INTEL CORP,6850,Nasdaq Global Market,INTC,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=50863&start=0&type=SD,,,,2016-04-30
933,355948,RICHARDSON ELECTRONICS LTD/DE,12009,Nasdaq Global Market,RELL,5065,"Electronic Parts and Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=355948&start=0&type=SD,,,,2016-04-30
934,812074,OWENS ILLINOIS INC /DE/,4784,NYSE,OI,3221,Glass Containers,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=812074&start=0&type=SD,,,,2016-04-30
935,1061219,ENTERPRISE PRODUCTS PARTNERS L P,4164,NYSE,EPD,4922,Natural Gas Transmission,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1061219&start=0&type=SD,,,,2016-04-30
936,1084991,NATURAL GAS SERVICES GROUP INC,110151,NYSE,NGS,1389,"Oil and Gas Field Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1084991&start=0&type=SD,,,,2016-04-30
937,85535,ROYAL GOLD INC,9289,Nasdaq Global Market,RGLD,6795,Mineral Royalty Traders,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=85535&start=0&type=SD,,,,2016-04-30
938,1094285,TELEDYNE TECHNOLOGIES INC,67456,NYSE,TDY,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1094285&start=0&type=SD,,,,2016-04-30
939,1312073,"VERIFONE SYSTEMS, INC.",658618,NYSE,PAY,3578,"Calculating and Accounting Machines, Except Electronic Computers",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1312073&start=0&type=SD,,,,2016-04-30
940,878526,NATUS MEDICAL INC,78596,Nasdaq Global Market,BABY,3845,Electromedical and Electrotherapeutic Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=878526&start=0&type=SD,,,,2016-04-30
941,800240,OFFICE DEPOT INC,6394,Nasdaq Global Market,ODP,5940,Miscellaneous Shopping Goods Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=800240&start=0&type=SD,,,,2016-04-30
942,833640,POWER INTEGRATIONS INC,2867,Nasdaq Global Market,POWI,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=833640&start=0&type=SD,,,,2016-04-30
943,913241,"STEVEN MADDEN, LTD.",3734,Nasdaq Global Market,SHOO,3140,"Footwear, Except Rubber",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=913241&start=0&type=SD,,,,2016-04-30
944,798949,UNIT CORP,1945,NYSE,UNT,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=798949&start=0&type=SD,,,,2016-04-30
945,1493594,"M/A-COM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",830087,Nasdaq Global Market,MTSI,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1493594&start=0&type=SD,,,,2016-04-30
946,350894,SEI INVESTMENTS CO,10105,Nasdaq Global Market,SEIC,6211,"Security Brokers, Dealers, and Flotation Companies",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=350894&start=0&type=SD,,,,2016-04-30
947,310158,"MERCK & CO., INC.",6895,NYSE,MRK,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=310158&start=0&type=SD,,,,2016-04-30
948,1051470,CROWN CASTLE INTERNATIONAL CORP,9781,NYSE,CCI,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1051470&start=0&type=SD,,,,2016-04-30
949,1396009,VULCAN MATERIALS CO,741066,NYSE,VMC,1400,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1396009&start=0&type=SD,,,,2016-04-30
950,1279363,"WELLCARE HEALTH PLANS, INC.",622008,NYSE,WCG,6324,Hospital and Medical Service Plans,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1279363&start=0&type=SD,,,,2016-04-30
951,1035443,ALEXANDRIA REAL ESTATE EQUITIES INC,11440,NYSE,ARE,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1035443&start=0&type=SD,,,,2016-04-30
952,1105705,TIME WARNER INC.,72297,NYSE,TWX,4841,Cable and Other Pay Television Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1105705&start=0&type=SD,,,,2016-04-30
953,1096325,INTERSIL CORP/DE,68997,Nasdaq Global Market,ISIL,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1096325&start=0&type=SD,,,,2016-04-30
954,822818,CLEAN HARBORS INC,9257,NYSE,CLH,4955,Hazardous Waste Management,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=822818&start=0&type=SD,,,,2016-04-30
955,708818,"QUALITY SYSTEMS, INC",11423,Nasdaq Global Market,QSII,7373,Computer Integrated Systems Design,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=708818&start=0&type=SD,,,,2016-04-30
956,1364885,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",713947,NYSE,SPR,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1364885&start=0&type=SD,,,,2016-04-30
957,350797,EATON VANCE CORP,9274,NYSE,EV,6282,Investment Advice,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=350797&start=0&type=SD,,,,2016-04-30
958,917520,INTEGRA LIFESCIENCES HOLDINGS CORP,2804,Nasdaq Global Market,IART,3826,Laboratory Analytical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=917520&start=0&type=SD,,,,2016-04-30
959,353569,QUIDEL CORP /DE/,8142,Nasdaq Global Market,QDEL,2835,In Vitro and In Vivo Diagnostic Substances,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=353569&start=0&type=SD,,,,2016-04-30
960,927653,MCKESSON CORP,1903,NYSE,MCK,5122,"Drugs, Drug Proprietaries, and Druggists' Sundries",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=927653&start=0&type=SD,,,,2016-04-30
961,79282,BROWN & BROWN INC,11186,NYSE,BRO,6411,"Insurance Agents, Brokers, and Service",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=79282&start=0&type=SD,,,,2016-04-30
962,832988,SIGNET JEWELERS LTD,10903,NYSE,SIG,5944,Jewelry Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=832988&start=0&type=SD,,,,2016-04-30
963,55785,KIMBERLY CLARK CORP,3507,NYSE,KMB,2670,"Converted Paper And Paperboard Products, Except",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=55785&start=0&type=SD,,,,2016-04-30
964,899866,ALEXION PHARMACEUTICALS INC,2919,Nasdaq Global Market,ALXN,2834,Pharmaceutical Preparations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=899866&start=0&type=SD,,,,2016-04-30
965,1299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",644890,Nasdaq Global Market,PACB,3826,Laboratory Analytical Instruments,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1299130&start=0&type=SD,,,,2016-04-30
966,54381,KAMAN CORP,2143,NYSE,KAMN,5080,"Machinery, Equipment, And Supplies",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=54381&start=0&type=SD,,,,2016-04-30
967,1022079,QUEST DIAGNOSTICS INC,1330,NYSE,DGX,8071,Medical Laboratories,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1022079&start=0&type=SD,,,,2016-04-30
968,89270,SL INDUSTRIES INC,760,NYSE MKT,SLI,3679,"Electronic Components, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=89270&start=0&type=SD,,,,2016-04-30
969,1331875,"FIDELITY NATIONAL FINANCIAL, INC.",678955,NYSE,FNF,6361,Title Insurance,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1331875&start=0&type=SD,,,,2016-04-30
970,39648,G&K SERVICES INC,811,Nasdaq Global Market,GK,7200,Services-Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=39648&start=0&type=SD,,,,2016-04-30
971,1360604,"HEALTHCARE TRUST OF AMERICA, INC.",707031,NYSE,HTA,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1360604&start=0&type=SD,,,,2016-04-30
972,30697,WENDY'S CO,9943,Nasdaq Global Market,WEN,5810,Eating And Drinking Places,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=30697&start=0&type=SD,,,,2016-04-30
973,1037038,RALPH LAUREN CORP,11816,NYSE,RL,2320,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1037038&start=0&type=SD,,,,2016-04-30
974,1088825,TIVO INC,4126,Nasdaq Global Market,TIVO,4841,Cable and Other Pay Television Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1088825&start=0&type=SD,,,,2016-04-30
975,916457,CALPINE CORP,2577,NYSE,CPN,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=916457&start=0&type=SD,,,,2016-04-30
976,313143,HAEMONETICS CORP,5753,NYSE,HAE,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=313143&start=0&type=SD,,,,2016-04-30
977,753308,NEXTERA ENERGY INC,6108,NYSE,NEE,4911,Electric Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=753308&start=0&type=SD,,,,2016-04-30
978,891478,"BANCO SANTANDER, S.A.",6454,NYSE,SAN,6029,"Commercial Banks, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=891478&start=0&type=SD,,,,2016-04-30
979,1177845,XPLORE TECHNOLOGIES CORP,374181,OTC,XPLR,3570,Computer And Office Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1177845&start=0&type=SD,,,,2016-04-30
980,310142,SENSIENT TECHNOLOGIES CORP,800,NYSE,SXT,2860,Industrial Organic Chemicals,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=310142&start=0&type=SD,,,,2016-04-30
981,316206,"STARWOOD HOTEL & RESORTS WORLDWIDE, INC",18766,NYSE,HOT,7011,Hotels and Motels,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=316206&start=0&type=SD,,,,2016-04-30
982,72207,NOBLE ENERGY INC,2824,NYSE,NBL,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=72207&start=0&type=SD,,,,2016-04-30
983,1159167,IROBOT CORP,148691,Nasdaq Global Market,IRBT,3630,Household Appliances,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1159167&start=0&type=SD,,,,2016-04-30
984,1015820,QIAGEN NV,9447,Nasdaq Global Market,QGEN,2836,"Biological Products, Except Diagnostic Substances",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1015820&start=0&type=SD,,,,2016-04-30
985,1334978,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",682462,NYSE,CCO,7310,Advertising,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1334978&start=0&type=SD,,,,2016-04-30
986,711377,NEOGEN CORP,1125,Nasdaq Global Market,NEOG,2835,In Vitro and In Vivo Diagnostic Substances,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=711377&start=0&type=SD,,,,2016-04-30
987,1031029,"STARTEK, INC.",3608,NYSE,SRT,7363,Help Supply Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1031029&start=0&type=SD,,,,2016-04-30
988,1495320,"VERA BRADLEY, INC.",832139,Nasdaq Capital Market,VRA,3100,Leather & Leather Products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1495320&start=0&type=SD,,,,2016-04-30
989,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2488,Nasdaq Global Market,CTSH,7371,Computer Programming Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1058290&start=0&type=SD,,,,2016-04-30
990,719739,SVB FINANCIAL GROUP,9839,Nasdaq Global Market,SIVB,6022,State Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=719739&start=0&type=SD,,,,2016-04-30
991,1510295,MARATHON PETROLEUM CORP,846338,NYSE,MPC,2911,Petroleum Refining,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1510295&start=0&type=SD,,,,2016-04-30
992,936468,LOCKHEED MARTIN CORP,11373,NYSE,LMT,3760,Guided Missiles And Space Vehicles And Parts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=936468&start=0&type=SD,,,,2016-04-30
993,1174922,WYNN RESORTS LTD,112970,Nasdaq Global Market,WYNN,7011,Hotels and Motels,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1174922&start=0&type=SD,,,,2016-04-30
994,1058090,CHIPOTLE MEXICAN GRILL INC,113519,NYSE,CMG,5812,Eating Places,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1058090&start=0&type=SD,,,,2016-04-30
995,1116463,ORASURE TECHNOLOGIES INC,76876,Nasdaq Global Market,OSUR,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1116463&start=0&type=SD,,,,2016-04-30
996,1000180,SANDISK CORP,9981,Nasdaq Global Market,SNDK,3572,Computer Storage Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1000180&start=0&type=SD,,,,2016-04-30
997,38777,FRANKLIN RESOURCES INC,8481,NYSE,BEN,6282,Investment Advice,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=38777&start=0&type=SD,,,,2016-04-30
998,704051,"LEGG MASON, INC.",9955,NYSE,LM,6282,Investment Advice,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=704051&start=0&type=SD,,,,2016-04-30
999,1047884,ANWORTH MORTGAGE ASSET CORP,590,NYSE,ANH,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1047884&start=0&type=SD,,,,2016-04-30
1000,743988,XILINX INC,9805,Nasdaq Global Market,XLNX,3674,Semiconductors and Related Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=743988&start=0&type=SD,,,,2016-04-30
1001,1108827,"QEP RESOURCES, INC.",75227,NYSE,QEP,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1108827&start=0&type=SD,,,,2016-04-30
1002,899689,VORNADO REALTY TRUST,10385,NYSE,VNO,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=899689&start=0&type=SD,,,,2016-04-30
1003,931015,POLARIS INDUSTRIES INC/MN,1195,NYSE,PII,3790,Miscellaneous Transportation Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=931015&start=0&type=SD,,,,2016-04-30
1004,225648,COVANTA HOLDING CORP,11015,NYSE,CVA,4991,Cogeneration Services & Small Power Producers,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=225648&start=0&type=SD,,,,2016-04-30
1005,1283630,AMERICAN CAMPUS COMMUNITIES INC,632472,NYSE,ACC,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1283630&start=0&type=SD,,,,2016-04-30
1006,1564902,"SEAWORLD ENTERTAINMENT, INC.",895907,NYSE,SEAS,7990,Miscellaneous Amusement And Recreation,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1564902&start=0&type=SD,,,,2016-04-30
1007,1002517,"NUANCE COMMUNICATIONS, INC.",6992,Nasdaq Global Market,NUAN,7372,Prepackaged Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1002517&start=0&type=SD,,,,2016-04-30
1008,52827,RAYONIER INC,9610,NYSE,RYN,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=52827&start=0&type=SD,,,,2016-04-30
1009,65770,"MICROVISION, INC.",3381,Nasdaq Global Market,MVIS,3679,"Electronic Components, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=65770&start=0&type=SD,,,,2016-04-30
1010,732717,AT&T INC.,4196,NYSE,T,4813,"Telephone Communications, Except Radiotelephone",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=732717&start=0&type=SD,,,,2016-04-30
1011,1022646,ULTRA PETROLEUM CORP,88211,NYSE,UPL,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1022646&start=0&type=SD,,,,2016-04-30
1012,1300514,LAS VEGAS SANDS CORP,648612,NYSE,LVS,7011,Hotels and Motels,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1300514&start=0&type=SD,,,,2016-04-30
1013,1524472,XYLEM INC.,859493,NYSE,XYL,3561,Pumps and Pumping Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1524472&start=0&type=SD,,,,2016-04-30
