,link,size,filing_date,year,cik
2449,https://www.sec.gov/Archives/edgar/data/1395317/000119312518180005/0001193125-18-180005-index.htm,53 KB,2018-05-31,2018,0001395317
2450,https://www.sec.gov/Archives/edgar/data/1395317/000119312518021836/0001193125-18-021836-index.htm,45 KB,2018-01-26,2018,0001395317
2455,https://www.sec.gov/Archives/edgar/data/1239819/000123981918000048/0001239819-18-000048-index.htm,38 KB,2018-05-31,2018,0001239819
2460,https://www.sec.gov/Archives/edgar/data/849547/000084954718000027/0000849547-18-000027-index.htm,539 KB,2018-05-31,2018,0000849547
2466,https://www.sec.gov/Archives/edgar/data/711404/000119312518180376/0001193125-18-180376-index.htm,37 KB,2018-05-31,2018,0000711404
2472,https://www.sec.gov/Archives/edgar/data/1078207/000107820718000024/0001078207-18-000024-index.htm,67 KB,2018-05-31,2018,0001078207
2478,https://www.sec.gov/Archives/edgar/data/1512077/000119312518180366/0001193125-18-180366-index.htm,30 KB,2018-05-31,2018,0001512077
2481,https://www.sec.gov/Archives/edgar/data/1406666/000140666618000061/0001406666-18-000061-index.htm,364 KB,2018-05-31,2018,0001406666
2487,https://www.sec.gov/Archives/edgar/data/889331/000143774918010853/0001437749-18-010853-index.htm,375 KB,2018-05-29,2018,0000889331
2494,https://www.sec.gov/Archives/edgar/data/1651235/000165123518000134/0001651235-18-000134-index.htm,329 KB,2018-05-31,2018,0001651235
2497,https://www.sec.gov/Archives/edgar/data/1073404/000110465918072021/0001104659-18-072021-index.htm,20 KB,2018-12-10,2018,0001073404
2503,https://www.sec.gov/Archives/edgar/data/764478/000076447818000022/0000764478-18-000022-index.htm,687 KB,2018-05-31,2018,0000764478
2509,https://www.sec.gov/Archives/edgar/data/1590976/000159097618000049/0001590976-18-000049-index.htm,1 MB,2018-05-22,2018,0001590976
2513,https://www.sec.gov/Archives/edgar/data/1049521/000104952118000024/0001049521-18-000024-index.htm,52 KB,2018-05-29,2018,0001049521
2519,https://www.sec.gov/Archives/edgar/data/780571/000078057118000032/0000780571-18-000032-index.htm,38 KB,2018-05-25,2018,0000780571
2532,https://www.sec.gov/Archives/edgar/data/1592058/000119312518170243/0001193125-18-170243-index.htm,53 KB,2018-05-22,2018,0001592058
2539,https://www.sec.gov/Archives/edgar/data/31235/000156459018014831/0001564590-18-014831-index.htm,506 KB,2018-05-31,2018,0000031235
2545,https://www.sec.gov/Archives/edgar/data/1070304/000119312518177492/0001193125-18-177492-index.htm,21 KB,2018-05-30,2018,0001070304
2551,https://www.sec.gov/Archives/edgar/data/16058/000156459018014801/0001564590-18-014801-index.htm,401 KB,2018-05-31,2018,0000016058
2557,https://www.sec.gov/Archives/edgar/data/804753/000080475318000020/0000804753-18-000020-index.htm,45 KB,2018-05-04,2018,0000804753
2563,https://www.sec.gov/Archives/edgar/data/21535/000143774918010735/0001437749-18-010735-index.htm,418 KB,2018-05-25,2018,0000021535
2569,https://www.sec.gov/Archives/edgar/data/1613103/000161310318000015/0001613103-18-000015-index.htm,492 KB,2018-05-11,2018,0001613103
2574,https://www.sec.gov/Archives/edgar/data/919012/000119312518175373/0001193125-18-175373-index.htm,84 KB,2018-05-25,2018,0000919012
2580,https://www.sec.gov/Archives/edgar/data/60977/000114420418031929/0001144204-18-031929-index.htm,17 KB,2018-05-31,2018,0000060977
2589,https://www.sec.gov/Archives/edgar/data/1144215/000114421518000068/0001144215-18-000068-index.htm,318 KB,2018-05-31,2018,0001144215
2595,https://www.sec.gov/Archives/edgar/data/1018963/000101896318000014/0001018963-18-000014-index.htm,39 KB,2018-05-29,2018,0001018963
2601,https://www.sec.gov/Archives/edgar/data/892553/000089255318000071/0000892553-18-000071-index.htm,62 KB,2018-05-31,2018,0000892553
2610,https://www.sec.gov/Archives/edgar/data/730263/000115752318001219/0001157523-18-001219-index.htm,277 KB,2018-05-31,2018,0000730263
2616,https://www.sec.gov/Archives/edgar/data/1126741/000110465918030631/0001104659-18-030631-index.htm,24 KB,2018-05-04,2018,0001126741
2625,https://www.sec.gov/Archives/edgar/data/811596/000081159618000029/0000811596-18-000029-index.htm,31 KB,2018-05-25,2018,0000811596
2630,https://www.sec.gov/Archives/edgar/data/879526/000114420418031468/0001144204-18-031468-index.htm,346 KB,2018-05-30,2018,0000879526
2637,https://www.sec.gov/Archives/edgar/data/861884/000110465918035364/0001104659-18-035364-index.htm,25 KB,2018-05-23,2018,0000861884
2643,https://www.sec.gov/Archives/edgar/data/1032975/000103297518000018/0001032975-18-000018-index.htm,396 KB,2018-05-31,2018,0001032975
2649,https://www.sec.gov/Archives/edgar/data/100726/000156459018014376/0001564590-18-014376-index.htm,26 KB,2018-05-25,2018,0000100726
2656,https://www.sec.gov/Archives/edgar/data/1318568/000156459018014721/0001564590-18-014721-index.htm,506 KB,2018-05-31,2018,0001318568
2664,https://www.sec.gov/Archives/edgar/data/1160958/000143774918011017/0001437749-18-011017-index.htm,52 KB,2018-05-31,2018,0001160958
2670,https://www.sec.gov/Archives/edgar/data/879764/000119312518317934/0001193125-18-317934-index.htm,184 KB,2018-11-05,2018,0000879764
2671,https://www.sec.gov/Archives/edgar/data/879764/000119312518179566/0001193125-18-179566-index.htm,178 KB,2018-05-31,2018,0000879764
2677,https://www.sec.gov/Archives/edgar/data/867374/000119312518180218/0001193125-18-180218-index.htm,220 KB,2018-05-31,2018,0000867374
2683,https://www.sec.gov/Archives/edgar/data/1211351/000110465918037163/0001104659-18-037163-index.htm,25 KB,2018-05-31,2018,0001211351
2689,https://www.sec.gov/Archives/edgar/data/89140/000114420418031668/0001144204-18-031668-index.htm,20 KB,2018-05-30,2018,0000089140
2694,https://www.sec.gov/Archives/edgar/data/927653/000119312518179493/0001193125-18-179493-index.htm,39 KB,2018-05-31,2018,0000927653
2700,https://www.sec.gov/Archives/edgar/data/42682/000119312518179620/0001193125-18-179620-index.htm,164 KB,2018-05-31,2018,0000042682
2706,https://www.sec.gov/Archives/edgar/data/23197/000002319718000016/0000023197-18-000016-index.htm,76 KB,2018-05-31,2018,0000023197
2712,https://www.sec.gov/Archives/edgar/data/745732/000074573218000017/0000745732-18-000017-index.htm,28 KB,2018-05-30,2018,0000745732
2718,https://www.sec.gov/Archives/edgar/data/27419/000110465918037052/0001104659-18-037052-index.htm,165 KB,2018-05-31,2018,0000027419
2724,https://www.sec.gov/Archives/edgar/data/27996/000002799618000078/0000027996-18-000078-index.htm,177 KB,2018-05-29,2018,0000027996
2734,https://www.sec.gov/Archives/edgar/data/48898/000119312518154513/0001193125-18-154513-index.htm,39 KB,2018-05-07,2018,0000048898
2740,https://www.sec.gov/Archives/edgar/data/743316/000074331618000025/0000743316-18-000025-index.htm,506 KB,2018-05-30,2018,0000743316
2741,https://www.sec.gov/Archives/edgar/data/743316/000074331618000023/0000743316-18-000023-index.htm,505 KB,2018-05-23,2018,0000743316
2748,https://www.sec.gov/Archives/edgar/data/1466593/000143774918011003/0001437749-18-011003-index.htm,62 KB,2018-05-31,2018,0001466593
2754,https://www.sec.gov/Archives/edgar/data/794367/000079436718000075/0000794367-18-000075-index.htm,273 KB,2018-05-29,2018,0000794367
2760,https://www.sec.gov/Archives/edgar/data/1530721/000119312518179557/0001193125-18-179557-index.htm,206 KB,2018-05-31,2018,0001530721
2766,https://www.sec.gov/Archives/edgar/data/1049659/000129281418001860/0001292814-18-001860-index.htm,19 KB,2018-05-21,2018,0001049659
2772,https://www.sec.gov/Archives/edgar/data/1299139/000149315218007801/0001493152-18-007801-index.htm,45 KB,2018-05-25,2018,0001299139
2781,https://www.sec.gov/Archives/edgar/data/72162/000005925518000069/0000059255-18-000069-index.htm,13 KB,2018-05-24,2018,0000072162
2786,https://www.sec.gov/Archives/edgar/data/789933/000078993318000047/0000789933-18-000047-index.htm,111 KB,2018-05-25,2018,0000789933
2792,https://www.sec.gov/Archives/edgar/data/1012019/000143774918010928/0001437749-18-010928-index.htm,39 KB,2018-05-30,2018,0001012019
2798,https://www.sec.gov/Archives/edgar/data/833444/000083344418000026/0000833444-18-000026-index.htm,132 KB,2018-05-31,2018,0000833444
2804,https://www.sec.gov/Archives/edgar/data/110621/000119312518180401/0001193125-18-180401-index.htm,341 KB,2018-05-31,2018,0000110621
2810,https://www.sec.gov/Archives/edgar/data/42888/000004288818000039/0000042888-18-000039-index.htm,609 KB,2018-05-31,2018,0000042888
2816,https://www.sec.gov/Archives/edgar/data/73756/000007375618000038/0000073756-18-000038-index.htm,497 KB,2018-05-25,2018,0000073756
2825,https://www.sec.gov/Archives/edgar/data/1350653/000119312518170581/0001193125-18-170581-index.htm,144 KB,2018-05-22,2018,0001350653
2836,https://www.sec.gov/Archives/edgar/data/1051251/000156459018014776/0001564590-18-014776-index.htm,134 KB,2018-05-31,2018,0001051251
2842,https://www.sec.gov/Archives/edgar/data/1433660/000143366018000025/0001433660-18-000025-index.htm,345 KB,2018-05-31,2018,0001433660
2850,https://www.sec.gov/Archives/edgar/data/103730/000010373018000022/0000103730-18-000022-index.htm,257 KB,2018-05-29,2018,0000103730
2857,https://www.sec.gov/Archives/edgar/data/103145/000110465918036404/0001104659-18-036404-index.htm,206 KB,2018-05-29,2018,0000103145
2863,https://www.sec.gov/Archives/edgar/data/915389/000091538918000031/0000915389-18-000031-index.htm,105 KB,2018-05-29,2018,0000915389
2869,https://www.sec.gov/Archives/edgar/data/1097149/000109714918000023/0001097149-18-000023-index.htm,488 KB,2018-05-30,2018,0001097149
2879,https://www.sec.gov/Archives/edgar/data/50725/000005072518000043/0000050725-18-000043-index.htm,68 KB,2018-05-31,2018,0000050725
2885,https://www.sec.gov/Archives/edgar/data/1394029/000114420418031455/0001144204-18-031455-index.htm,24 KB,2018-05-30,2018,0001394029
2891,https://www.sec.gov/Archives/edgar/data/1000683/000121390018007052/0001213900-18-007052-index.htm,38 KB,2018-05-31,2018,0001000683
2898,https://www.sec.gov/Archives/edgar/data/12208/000001220818000023/0000012208-18-000023-index.htm,50 KB,2018-05-04,2018,0000012208
2904,https://www.sec.gov/Archives/edgar/data/45012/000004501218000093/0000045012-18-000093-index.htm,857 KB,2018-05-30,2018,0000045012
2910,https://www.sec.gov/Archives/edgar/data/1481582/000119312518173591/0001193125-18-173591-index.htm,17 KB,2018-05-24,2018,0001481582
2915,https://www.sec.gov/Archives/edgar/data/88941/000119312518180110/0001193125-18-180110-index.htm,50 KB,2018-05-31,2018,0000088941
2925,https://www.sec.gov/Archives/edgar/data/895419/000089541918000047/0000895419-18-000047-index.htm,615 KB,2018-05-30,2018,0000895419
2931,https://www.sec.gov/Archives/edgar/data/9984/000120677418001783/0001206774-18-001783-index.htm,18 KB,2018-05-31,2018,0000009984
2940,https://www.sec.gov/Archives/edgar/data/775368/000119312518179830/0001193125-18-179830-index.htm,36 KB,2018-05-31,2018,0000775368
2943,https://www.sec.gov/Archives/edgar/data/1162194/000116219418000068/0001162194-18-000068-index.htm,361 KB,2018-05-30,2018,0001162194
2949,https://www.sec.gov/Archives/edgar/data/924168/000092416818000034/0000924168-18-000034-index.htm,55 KB,2018-05-24,2018,0000924168
2952,https://www.sec.gov/Archives/edgar/data/1001039/000100103918000087/0001001039-18-000087-index.htm,466 KB,2018-05-29,2018,0001001039
2958,https://www.sec.gov/Archives/edgar/data/29669/000119312518175265/0001193125-18-175265-index.htm,34 KB,2018-05-25,2018,0000029669
2964,https://www.sec.gov/Archives/edgar/data/33488/000114420418028399/0001144204-18-028399-index.htm,17 KB,2018-05-15,2018,0000033488
2970,https://www.sec.gov/Archives/edgar/data/851968/000085196818000084/0000851968-18-000084-index.htm,21 KB,2018-05-21,2018,0000851968
2976,https://www.sec.gov/Archives/edgar/data/882508/000088250818000017/0000882508-18-000017-index.htm,414 KB,2018-05-15,2018,0000882508
2982,https://www.sec.gov/Archives/edgar/data/351789/000089710118000542/0000897101-18-000542-index.htm,38 KB,2018-05-30,2018,0000351789
2988,https://www.sec.gov/Archives/edgar/data/1138723/000119312518175251/0001193125-18-175251-index.htm,17 KB,2018-05-25,2018,0001138723
2994,https://www.sec.gov/Archives/edgar/data/1524025/000162828018007328/0001628280-18-007328-index.htm,35 KB,2018-05-30,2018,0001524025
3001,https://www.sec.gov/Archives/edgar/data/1633978/000163397818000043/0001633978-18-000043-index.htm,322 KB,2018-05-31,2018,0001633978
3005,https://www.sec.gov/Archives/edgar/data/1033767/000119312518179370/0001193125-18-179370-index.htm,1 MB,2018-05-31,2018,0001033767
3011,https://www.sec.gov/Archives/edgar/data/31107/000003110718000022/0000031107-18-000022-index.htm,38 KB,2018-05-31,2018,0000031107
3017,https://www.sec.gov/Archives/edgar/data/1643918/000121465918004145/0001214659-18-004145-index.htm,22 KB,2018-05-30,2018,0001643918
3019,https://www.sec.gov/Archives/edgar/data/56701/000005670118000006/0000056701-18-000006-index.htm,25 KB,2018-03-08,2018,0000056701
3025,https://www.sec.gov/Archives/edgar/data/866609/000086660918000034/0000866609-18-000034-index.htm,318 KB,2018-05-31,2018,0000866609
3031,https://www.sec.gov/Archives/edgar/data/804328/000172894918000046/0001728949-18-000046-index.htm,496 KB,2018-05-18,2018,0000804328
3038,https://www.sec.gov/Archives/edgar/data/320187/000032018718000048/0000320187-18-000048-index.htm,170 KB,2018-05-31,2018,0000320187
3044,https://www.sec.gov/Archives/edgar/data/1378992/000137899218000026/0001378992-18-000026-index.htm,16 KB,2018-05-23,2018,0001378992
3048,https://www.sec.gov/Archives/edgar/data/1333822/000156459018013813/0001564590-18-013813-index.htm,53 KB,2018-05-17,2018,0001333822
3053,https://www.sec.gov/Archives/edgar/data/866121/000110465918037222/0001104659-18-037222-index.htm,83 KB,2018-05-31,2018,0000866121
3059,https://www.sec.gov/Archives/edgar/data/849395/000119312518179395/0001193125-18-179395-index.htm,72 KB,2018-05-31,2018,0000849395
3066,https://www.sec.gov/Archives/edgar/data/1619762/000110465918032554/0001104659-18-032554-index.htm,482 KB,2018-05-11,2018,0001619762
3071,https://www.sec.gov/Archives/edgar/data/1483510/000148351018000054/0001483510-18-000054-index.htm,43 KB,2018-05-29,2018,0001483510
3078,https://www.sec.gov/Archives/edgar/data/35214/000119312518178458/0001193125-18-178458-index.htm,15 KB,2018-05-30,2018,0000035214
3084,https://www.sec.gov/Archives/edgar/data/1094084/000168316818001531/0001683168-18-001531-index.htm,17 KB,2018-05-25,2018,0001094084
3091,https://www.sec.gov/Archives/edgar/data/1120370/000155837018005051/0001558370-18-005051-index.htm,102 KB,2018-05-31,2018,0001120370
3097,https://www.sec.gov/Archives/edgar/data/68505/000119312518176805/0001193125-18-176805-index.htm,176 KB,2018-05-29,2018,0000068505
3103,https://www.sec.gov/Archives/edgar/data/1333141/000110465918036571/0001104659-18-036571-index.htm,400 KB,2018-05-30,2018,0001333141
3109,https://www.sec.gov/Archives/edgar/data/1067428/000120561318000120/0001205613-18-000120-index.htm,105 KB,2018-07-05,2018,0001067428
3119,https://www.sec.gov/Archives/edgar/data/101984/000010198418000022/0000101984-18-000022-index.htm,163 KB,2018-05-30,2018,0000101984
3125,https://www.sec.gov/Archives/edgar/data/1606498/000160649818000050/0001606498-18-000050-index.htm,462 KB,2018-05-29,2018,0001606498
3129,https://www.sec.gov/Archives/edgar/data/883980/000110465918037141/0001104659-18-037141-index.htm,436 KB,2018-05-31,2018,0000883980
3135,https://www.sec.gov/Archives/edgar/data/1327688/000119312518180368/0001193125-18-180368-index.htm,28 KB,2018-05-31,2018,0001327688
3137,https://www.sec.gov/Archives/edgar/data/1350593/000135059318000035/0001350593-18-000035-index.htm,26 KB,2018-05-31,2018,0001350593
3143,https://www.sec.gov/Archives/edgar/data/87050/000121390018006893/0001213900-18-006893-index.htm,17 KB,2018-05-25,2018,0000087050
3146,https://www.sec.gov/Archives/edgar/data/95953/000009595318000048/0000095953-18-000048-index.htm,58 KB,2018-05-30,2018,0000095953
3153,https://www.sec.gov/Archives/edgar/data/8146/000119312518136810/0001193125-18-136810-index.htm,17 KB,2018-04-27,2018,0000008146
3159,https://www.sec.gov/Archives/edgar/data/1593936/000155837018005024/0001558370-18-005024-index.htm,57 KB,2018-05-30,2018,0001593936
3164,https://www.sec.gov/Archives/edgar/data/811240/000156459018014133/0001564590-18-014133-index.htm,424 KB,2018-05-22,2018,0000811240
3170,https://www.sec.gov/Archives/edgar/data/1606757/000160675718000014/0001606757-18-000014-index.htm,1 MB,2018-05-30,2018,0001606757
3175,https://www.sec.gov/Archives/edgar/data/109177/000095014218001286/0000950142-18-001286-index.htm,18 KB,2018-05-31,2018,0000109177
3182,https://www.sec.gov/Archives/edgar/data/808450/000080845018000060/0000808450-18-000060-index.htm,471 KB,2018-05-11,2018,0000808450
3188,https://www.sec.gov/Archives/edgar/data/1012100/000162828018007182/0001628280-18-007182-index.htm,401 KB,2018-05-25,2018,0001012100
3194,https://www.sec.gov/Archives/edgar/data/1121484/000112148418000037/0001121484-18-000037-index.htm,27 KB,2018-05-07,2018,0001121484
3200,https://www.sec.gov/Archives/edgar/data/72333/000007233318000087/0000072333-18-000087-index.htm,160 KB,2018-05-31,2018,0000072333
3210,https://www.sec.gov/Archives/edgar/data/1290900/000162828018007408/0001628280-18-007408-index.htm,2 MB,2018-05-31,2018,0001290900
3216,https://www.sec.gov/Archives/edgar/data/82811/000110465918037677/0001104659-18-037677-index.htm,508 KB,2018-06-01,2018,0000082811
3223,https://www.sec.gov/Archives/edgar/data/897429/000089742918000053/0000897429-18-000053-index.htm,103 KB,2018-05-22,2018,0000897429
3229,https://www.sec.gov/Archives/edgar/data/1645590/000164559018000014/0001645590-18-000014-index.htm,643 KB,2018-05-31,2018,0001645590
3233,https://www.sec.gov/Archives/edgar/data/89800/000119312518178423/0001193125-18-178423-index.htm,60 KB,2018-05-30,2018,0000089800
3239,https://www.sec.gov/Archives/edgar/data/1033905/000103390518000066/0001033905-18-000066-index.htm,716 KB,2018-05-30,2018,0001033905
3245,https://www.sec.gov/Archives/edgar/data/46619/000004661918000051/0000046619-18-000051-index.htm,77 KB,2018-05-25,2018,0000046619
3251,https://www.sec.gov/Archives/edgar/data/1750/000110465918037144/0001104659-18-037144-index.htm,592 KB,2018-05-31,2018,0000001750
3256,https://www.sec.gov/Archives/edgar/data/1111759/000119312518136558/0001193125-18-136558-index.htm,141 KB,2018-04-27,2018,0001111759
3266,https://www.sec.gov/Archives/edgar/data/827054/000082705418000117/0000827054-18-000117-index.htm,801 KB,2018-05-23,2018,0000827054
3272,https://www.sec.gov/Archives/edgar/data/94845/000009484518000028/0000094845-18-000028-index.htm,61 KB,2018-05-31,2018,0000094845
3278,https://www.sec.gov/Archives/edgar/data/315374/000114420418031890/0001144204-18-031890-index.htm,338 KB,2018-05-31,2018,0000315374
3284,https://www.sec.gov/Archives/edgar/data/1288469/000128846918000026/0001288469-18-000026-index.htm,431 KB,2018-05-30,2018,0001288469
3290,https://www.sec.gov/Archives/edgar/data/1020214/000119312518180338/0001193125-18-180338-index.htm,40 KB,2018-05-31,2018,0001020214
3296,https://www.sec.gov/Archives/edgar/data/42582/000119312518179690/0001193125-18-179690-index.htm,49 KB,2018-05-31,2018,0000042582
3302,https://www.sec.gov/Archives/edgar/data/1114925/000168316818001525/0001683168-18-001525-index.htm,38 KB,2018-05-24,2018,0001114925
3308,https://www.sec.gov/Archives/edgar/data/93410/000009341018000018/0000093410-18-000018-index.htm,24 KB,2018-05-24,2018,0000093410
3314,https://www.sec.gov/Archives/edgar/data/1110803/000111080318000018/0001110803-18-000018-index.htm,58 KB,2018-05-30,2018,0001110803
3320,https://www.sec.gov/Archives/edgar/data/9389/000155837018005030/0001558370-18-005030-index.htm,670 KB,2018-05-31,2018,0000009389
3326,https://www.sec.gov/Archives/edgar/data/883241/000119312518178576/0001193125-18-178576-index.htm,61 KB,2018-05-30,2018,0000883241
3332,https://www.sec.gov/Archives/edgar/data/1466258/000146625818000132/0001466258-18-000132-index.htm,406 KB,2018-05-31,2018,0001466258
3338,https://www.sec.gov/Archives/edgar/data/26780/000119312518178626/0001193125-18-178626-index.htm,181 KB,2018-05-30,2018,0000026780
3344,https://www.sec.gov/Archives/edgar/data/202058/000020205818000047/0000202058-18-000047-index.htm,119 KB,2018-05-30,2018,0000202058
3350,https://www.sec.gov/Archives/edgar/data/1180145/000118014518000029/0001180145-18-000029-index.htm,65 KB,2018-05-31,2018,0001180145
3356,https://www.sec.gov/Archives/edgar/data/849869/000084986918000024/0000849869-18-000024-index.htm,141 KB,2018-05-31,2018,0000849869
3362,https://www.sec.gov/Archives/edgar/data/708821/000070882118000029/0000708821-18-000029-index.htm,18 KB,2018-05-31,2018,0000708821
3370,https://www.sec.gov/Archives/edgar/data/915913/000091591318000030/0000915913-18-000030-index.htm,25 KB,2018-05-29,2018,0000915913
3376,https://www.sec.gov/Archives/edgar/data/1280452/000143774918011015/0001437749-18-011015-index.htm,23 KB,2018-05-31,2018,0001280452
3382,https://www.sec.gov/Archives/edgar/data/1420800/000119312518180324/0001193125-18-180324-index.htm,310 KB,2018-05-31,2018,0001420800
3388,https://www.sec.gov/Archives/edgar/data/926326/000092632618000017/0000926326-18-000017-index.htm,801 KB,2018-05-30,2018,0000926326
3394,https://www.sec.gov/Archives/edgar/data/1109345/000117891318001780/0001178913-18-001780-index.htm,252 KB,2018-05-29,2018,0001109345
3404,https://www.sec.gov/Archives/edgar/data/1001902/000119312518167923/0001193125-18-167923-index.htm,250 KB,2018-05-18,2018,0001001902
3410,https://www.sec.gov/Archives/edgar/data/1296445/000143774918010983/0001437749-18-010983-index.htm,524 KB,2018-05-31,2018,0001296445
3422,https://www.sec.gov/Archives/edgar/data/64472/000119312518177724/0001193125-18-177724-index.htm,19 KB,2018-05-30,2018,0000064472
3428,https://www.sec.gov/Archives/edgar/data/19446/000110465918036527/0001104659-18-036527-index.htm,83 KB,2018-05-30,2018,0000019446
3434,https://www.sec.gov/Archives/edgar/data/1687932/000095014218001269/0000950142-18-001269-index.htm,21 KB,2018-05-31,2018,0001687932
3436,https://www.sec.gov/Archives/edgar/data/1321732/000132173218000075/0001321732-18-000075-index.htm,33 KB,2018-05-31,2018,0001321732
3443,https://www.sec.gov/Archives/edgar/data/1409375/000140937518000009/0001409375-18-000009-index.htm,35 KB,2018-05-30,2018,0001409375
3449,https://www.sec.gov/Archives/edgar/data/749098/000110465918038203/0001104659-18-038203-index.htm,426 KB,2018-06-05,2018,0000749098
3455,https://www.sec.gov/Archives/edgar/data/1439095/000119312518178435/0001193125-18-178435-index.htm,66 KB,2018-05-30,2018,0001439095
3461,https://www.sec.gov/Archives/edgar/data/1675820/000167582018000026/0001675820-18-000026-index.htm,408 KB,2018-05-29,2018,0001675820
3464,https://www.sec.gov/Archives/edgar/data/1163302/000116330218000025/0001163302-18-000025-index.htm,16 KB,2018-05-25,2018,0001163302
3470,https://www.sec.gov/Archives/edgar/data/1124198/000110465918036874/0001104659-18-036874-index.htm,55 KB,2018-05-31,2018,0001124198
3472,https://www.sec.gov/Archives/edgar/data/1603923/000160392318000094/0001603923-18-000094-index.htm,465 KB,2018-05-31,2018,0001603923
3477,https://www.sec.gov/Archives/edgar/data/825542/000144398418000012/0001443984-18-000012-index.htm,32 KB,2018-05-31,2018,0000825542
3482,https://www.sec.gov/Archives/edgar/data/1192448/000155837018005065/0001558370-18-005065-index.htm,36 KB,2018-05-31,2018,0001192448
3484,https://www.sec.gov/Archives/edgar/data/912562/000091256218000022/0000912562-18-000022-index.htm,51 KB,2018-05-30,2018,0000912562
3489,https://www.sec.gov/Archives/edgar/data/91668/000165495418006692/0001654954-18-006692-index.htm,28 KB,2018-06-15,2018,0000091668
3494,https://www.sec.gov/Archives/edgar/data/881890/000114036118026573/0001140361-18-026573-index.htm,357 KB,2018-05-31,2018,0000881890
3500,https://www.sec.gov/Archives/edgar/data/844965/000156459018014482/0001564590-18-014482-index.htm,34 KB,2018-05-29,2018,0000844965
3505,https://www.sec.gov/Archives/edgar/data/810509/000143774918010994/0001437749-18-010994-index.htm,16 KB,2018-05-31,2018,0000810509
3514,https://www.sec.gov/Archives/edgar/data/65759/000101054918000199/0001010549-18-000199-index.htm,325 KB,2018-05-30,2018,0000065759
3520,https://www.sec.gov/Archives/edgar/data/1042893/000119312518167955/0001193125-18-167955-index.htm,18 KB,2018-05-18,2018,0001042893
3526,https://www.sec.gov/Archives/edgar/data/1596532/000159653218000140/0001596532-18-000140-index.htm,590 KB,2018-05-25,2018,0001596532
3529,https://www.sec.gov/Archives/edgar/data/1413447/000119312518179413/0001193125-18-179413-index.htm,135 KB,2018-05-31,2018,0001413447
3535,https://www.sec.gov/Archives/edgar/data/1049502/000119312518177680/0001193125-18-177680-index.htm,236 KB,2018-05-30,2018,0001049502
3541,https://www.sec.gov/Archives/edgar/data/77360/000119312518180292/0001193125-18-180292-index.htm,431 KB,2018-05-31,2018,0000077360
3547,https://www.sec.gov/Archives/edgar/data/2186/000165495418006072/0001654954-18-006072-index.htm,59 KB,2018-05-31,2018,0000002186
3553,https://www.sec.gov/Archives/edgar/data/723254/000072325418000008/0000723254-18-000008-index.htm,62 KB,2018-05-31,2018,0000723254
3559,https://www.sec.gov/Archives/edgar/data/915778/000143774918010919/0001437749-18-010919-index.htm,421 KB,2018-05-30,2018,0000915778
3565,https://www.sec.gov/Archives/edgar/data/1506492/000114036118026262/0001140361-18-026262-index.htm,31 KB,2018-05-30,2018,0001506492
3571,https://www.sec.gov/Archives/edgar/data/40533/000004053318000023/0000040533-18-000023-index.htm,38 KB,2018-05-29,2018,0000040533
3577,https://www.sec.gov/Archives/edgar/data/1129260/000112926018000019/0001129260-18-000019-index.htm,60 KB,2018-05-24,2018,0001129260
3583,https://www.sec.gov/Archives/edgar/data/74303/000007430318000025/0000074303-18-000025-index.htm,125 KB,2018-05-31,2018,0000074303
3589,https://www.sec.gov/Archives/edgar/data/37996/000003799618000052/0000037996-18-000052-index.htm,469 KB,2018-05-25,2018,0000037996
3595,https://www.sec.gov/Archives/edgar/data/916365/000091636518000073/0000916365-18-000073-index.htm,351 KB,2018-05-30,2018,0000916365
3602,https://www.sec.gov/Archives/edgar/data/1048695/000104869518000019/0001048695-18-000019-index.htm,421 KB,2018-05-31,2018,0001048695
3619,https://www.sec.gov/Archives/edgar/data/1579252/000157925218000054/0001579252-18-000054-index.htm,578 KB,2018-05-25,2018,0001579252
3622,https://www.sec.gov/Archives/edgar/data/93389/000114036118026276/0001140361-18-026276-index.htm,100 KB,2018-05-30,2018,0000093389
3628,https://www.sec.gov/Archives/edgar/data/874396/000119312518178659/0001193125-18-178659-index.htm,32 KB,2018-05-30,2018,0000874396
3634,https://www.sec.gov/Archives/edgar/data/1137789/000119312518176795/0001193125-18-176795-index.htm,173 KB,2018-05-29,2018,0001137789
3640,https://www.sec.gov/Archives/edgar/data/1368265/000119312518178566/0001193125-18-178566-index.htm,303 KB,2018-05-30,2018,0001368265
3646,https://www.sec.gov/Archives/edgar/data/896429/000114036118026548/0001140361-18-026548-index.htm,31 KB,2018-05-31,2018,0000896429
3652,https://www.sec.gov/Archives/edgar/data/926042/000156459018014729/0001564590-18-014729-index.htm,124 KB,2018-05-31,2018,0000926042
3657,https://www.sec.gov/Archives/edgar/data/1446159/000117184318004713/0001171843-18-004713-index.htm,18 KB,2018-06-18,2018,0001446159
3663,https://www.sec.gov/Archives/edgar/data/34067/000003406718000019/0000034067-18-000019-index.htm,43 KB,2018-05-31,2018,0000034067
3669,https://www.sec.gov/Archives/edgar/data/1635881/000163588118000062/0001635881-18-000062-index.htm,659 KB,2018-05-30,2018,0001635881
3673,https://www.sec.gov/Archives/edgar/data/912463/000091246318000028/0000912463-18-000028-index.htm,88 KB,2018-05-29,2018,0000912463
3679,https://www.sec.gov/Archives/edgar/data/88790/000089710118000547/0000897101-18-000547-index.htm,268 KB,2018-05-31,2018,0000088790
