,link,size,filing_date,year,cik
4910,https://www.sec.gov/Archives/edgar/data/1359841/000135984118000052/0001359841-18-000052-index.htm,91 KB,2018-05-25,2018,0001359841
4916,https://www.sec.gov/Archives/edgar/data/1058057/000119312518180517/0001193125-18-180517-index.htm,135 KB,2018-05-31,2018,0001058057
4922,https://www.sec.gov/Archives/edgar/data/1358651/000110465918038616/0001104659-18-038616-index.htm,31 KB,2018-06-06,2018,0001358651
4929,https://www.sec.gov/Archives/edgar/data/63276/000119312518179838/0001193125-18-179838-index.htm,261 KB,2018-05-31,2018,0000063276
4935,https://www.sec.gov/Archives/edgar/data/313807/000162828018007040/0001628280-18-007040-index.htm,23 KB,2018-05-22,2018,0000313807
4941,https://www.sec.gov/Archives/edgar/data/849399/000119312518176849/0001193125-18-176849-index.htm,248 KB,2018-05-29,2018,0000849399
4947,https://www.sec.gov/Archives/edgar/data/310142/000114036118024709/0001140361-18-024709-index.htm,18 KB,2018-05-18,2018,0000310142
4955,https://www.sec.gov/Archives/edgar/data/8858/000155837018005019/0001558370-18-005019-index.htm,99 KB,2018-05-30,2018,0000008858
4961,https://www.sec.gov/Archives/edgar/data/14195/000001419518000016/0000014195-18-000016-index.htm,47 KB,2018-05-29,2018,0000014195
4967,https://www.sec.gov/Archives/edgar/data/1034670/000119312518180377/0001193125-18-180377-index.htm,166 KB,2018-05-31,2018,0001034670
4973,https://www.sec.gov/Archives/edgar/data/90896/000119312518175032/0001193125-18-175032-index.htm,14 KB,2018-05-25,2018,0000090896
4983,https://www.sec.gov/Archives/edgar/data/1615817/000119312518179799/0001193125-18-179799-index.htm,32 KB,2018-05-31,2018,0001615817
4988,https://www.sec.gov/Archives/edgar/data/816956/000117494718000916/0001174947-18-000916-index.htm,218 KB,2018-05-30,2018,0000816956
4993,https://www.sec.gov/Archives/edgar/data/1624899/000119312518176998/0001193125-18-176998-index.htm,212 KB,2018-05-30,2018,0001624899
4998,https://www.sec.gov/Archives/edgar/data/709283/000162828018007147/0001628280-18-007147-index.htm,349 KB,2018-05-24,2018,0000709283
5004,https://www.sec.gov/Archives/edgar/data/319201/000031920118000030/0000319201-18-000030-index.htm,407 KB,2018-05-23,2018,0000319201
5010,https://www.sec.gov/Archives/edgar/data/1306965/000119312518167095/0001193125-18-167095-index.htm,13 KB,2018-05-18,2018,0001306965
5019,https://www.sec.gov/Archives/edgar/data/1584754/000161577418004511/0001615774-18-004511-index.htm,14 KB,2018-05-30,2018,0001584754
5021,https://www.sec.gov/Archives/edgar/data/722313/000110465918034309/0001104659-18-034309-index.htm,135 KB,2018-05-18,2018,0000722313
5027,https://www.sec.gov/Archives/edgar/data/1674862/000156459018014475/0001564590-18-014475-index.htm,115 KB,2018-05-29,2018,0001674862
5030,https://www.sec.gov/Archives/edgar/data/910521/000091052118000013/0000910521-18-000013-index.htm,28 KB,2018-05-30,2018,0000910521
5036,https://www.sec.gov/Archives/edgar/data/931015/000162828018007403/0001628280-18-007403-index.htm,268 KB,2018-05-31,2018,0000931015
5043,https://www.sec.gov/Archives/edgar/data/105770/000010577018000020/0000105770-18-000020-index.htm,254 KB,2018-05-25,2018,0000105770
5049,https://www.sec.gov/Archives/edgar/data/1289636/000128963618000026/0001289636-18-000026-index.htm,51 KB,2018-05-31,2018,0001289636
5059,https://www.sec.gov/Archives/edgar/data/1021860/000119312518179894/0001193125-18-179894-index.htm,25 KB,2018-05-31,2018,0001021860
5065,https://www.sec.gov/Archives/edgar/data/1282631/000110465918037221/0001104659-18-037221-index.htm,578 KB,2018-05-31,2018,0001282631
5070,https://www.sec.gov/Archives/edgar/data/708819/000119312518180334/0001193125-18-180334-index.htm,51 KB,2018-05-31,2018,0000708819
5076,https://www.sec.gov/Archives/edgar/data/1099800/000109980018000015/0001099800-18-000015-index.htm,258 KB,2018-05-31,2018,0001099800
5082,https://www.sec.gov/Archives/edgar/data/46129/000110465918036967/0001104659-18-036967-index.htm,596 KB,2018-05-31,2018,0000046129
5094,https://www.sec.gov/Archives/edgar/data/1401257/000140125718000079/0001401257-18-000079-index.htm,23 KB,2018-05-31,2018,0001401257
5100,https://www.sec.gov/Archives/edgar/data/1159167/000115916718000016/0001159167-18-000016-index.htm,68 KB,2018-05-22,2018,0001159167
5110,https://www.sec.gov/Archives/edgar/data/14707/000001470718000015/0000014707-18-000015-index.htm,24 KB,2018-05-22,2018,0000014707
5115,https://www.sec.gov/Archives/edgar/data/917523/000119312518163056/0001193125-18-163056-index.htm,47 KB,2018-05-15,2018,0000917523
5122,https://www.sec.gov/Archives/edgar/data/1095348/000117184318004037/0001171843-18-004037-index.htm,290 KB,2018-05-17,2018,0001095348
5128,https://www.sec.gov/Archives/edgar/data/78239/000007823918000012/0000078239-18-000012-index.htm,59 KB,2018-05-31,2018,0000078239
5134,https://www.sec.gov/Archives/edgar/data/878828/000093041318001938/0000930413-18-001938-index.htm,14 KB,2018-05-30,2018,0000878828
5137,https://www.sec.gov/Archives/edgar/data/1648893/000143774918016686/0001437749-18-016686-index.htm,22 KB,2018-09-07,2018,0001648893
5139,https://www.sec.gov/Archives/edgar/data/1015155/000114036118025761/0001140361-18-025761-index.htm,16 KB,2018-05-25,2018,0001015155
5144,https://www.sec.gov/Archives/edgar/data/34115/000119312518178141/0001193125-18-178141-index.htm,12 KB,2018-05-30,2018,0000034115
5150,https://www.sec.gov/Archives/edgar/data/1071321/000094787118000470/0000947871-18-000470-index.htm,26 KB,2018-05-30,2018,0001071321
5156,https://www.sec.gov/Archives/edgar/data/1318008/000119312518160801/0001193125-18-160801-index.htm,17 KB,2018-05-11,2018,0001318008
5162,https://www.sec.gov/Archives/edgar/data/66382/000006638218000024/0000066382-18-000024-index.htm,284 KB,2018-05-29,2018,0000066382
5167,https://www.sec.gov/Archives/edgar/data/1042187/000143774918010823/0001437749-18-010823-index.htm,26 KB,2018-05-29,2018,0001042187
5173,https://www.sec.gov/Archives/edgar/data/1709164/000170916418000028/0001709164-18-000028-index.htm,111 KB,2018-05-25,2018,0001709164
5175,https://www.sec.gov/Archives/edgar/data/1039065/000110465918035946/0001104659-18-035946-index.htm,52 KB,2018-05-25,2018,0001039065
5184,https://www.sec.gov/Archives/edgar/data/814676/000081467618000024/0000814676-18-000024-index.htm,15 KB,2018-05-24,2018,0000814676
5194,https://www.sec.gov/Archives/edgar/data/719955/000119312518180415/0001193125-18-180415-index.htm,102 KB,2018-05-31,2018,0000719955
5201,https://www.sec.gov/Archives/edgar/data/29905/000002990518000029/0000029905-18-000029-index.htm,329 KB,2018-05-31,2018,0000029905
5207,https://www.sec.gov/Archives/edgar/data/1418819/000119312518167968/0001193125-18-167968-index.htm,58 KB,2018-05-18,2018,0001418819
5212,https://www.sec.gov/Archives/edgar/data/1618500/000121390018007074/0001213900-18-007074-index.htm,68 KB,2018-05-31,2018,0001618500
5214,https://www.sec.gov/Archives/edgar/data/76282/000007628218000071/0000076282-18-000071-index.htm,57 KB,2018-05-24,2018,0000076282
5220,https://www.sec.gov/Archives/edgar/data/859737/000085973718000009/0000859737-18-000009-index.htm,375 KB,2018-05-31,2018,0000859737
5226,https://www.sec.gov/Archives/edgar/data/32604/000119312518180384/0001193125-18-180384-index.htm,39 KB,2018-05-31,2018,0000032604
5232,https://www.sec.gov/Archives/edgar/data/1355096/000110465918037189/0001104659-18-037189-index.htm,148 KB,2018-05-31,2018,0001355096
5238,https://www.sec.gov/Archives/edgar/data/1000697/000119312518148125/0001193125-18-148125-index.htm,14 KB,2018-05-02,2018,0001000697
5244,https://www.sec.gov/Archives/edgar/data/1113232/000110465918035631/0001104659-18-035631-index.htm,51 KB,2018-05-24,2018,0001113232
5250,https://www.sec.gov/Archives/edgar/data/864749/000119312518180255/0001193125-18-180255-index.htm,162 KB,2018-05-31,2018,0000864749
5256,https://www.sec.gov/Archives/edgar/data/1119769/000117891318001788/0001178913-18-001788-index.htm,434 KB,2018-05-30,2018,0001119769
5262,https://www.sec.gov/Archives/edgar/data/924613/000094787118000465/0000947871-18-000465-index.htm,561 KB,2018-05-29,2018,0000924613
5268,https://www.sec.gov/Archives/edgar/data/701985/000070198518000028/0000701985-18-000028-index.htm,116 KB,2018-05-30,2018,0000701985
5274,https://www.sec.gov/Archives/edgar/data/1624794/000119312518179492/0001193125-18-179492-index.htm,407 KB,2018-05-31,2018,0001624794
5276,https://www.sec.gov/Archives/edgar/data/1037038/000095014218001282/0000950142-18-001282-index.htm,369 KB,2018-05-31,2018,0001037038
5284,https://www.sec.gov/Archives/edgar/data/1637913/000163791318000014/0001637913-18-000014-index.htm,43 KB,2018-05-30,2018,0001637913
5286,https://www.sec.gov/Archives/edgar/data/1056285/000105628518000038/0001056285-18-000038-index.htm,39 KB,2018-05-31,2018,0001056285
5292,https://www.sec.gov/Archives/edgar/data/97210/000119312518170325/0001193125-18-170325-index.htm,48 KB,2018-05-22,2018,0000097210
5298,https://www.sec.gov/Archives/edgar/data/80424/000008042418000037/0000080424-18-000037-index.htm,96 KB,2018-05-31,2018,0000080424
5304,https://www.sec.gov/Archives/edgar/data/30554/000003055418000007/0000030554-18-000007-index.htm,53 KB,2018-05-31,2018,0000030554
5310,https://www.sec.gov/Archives/edgar/data/40888/000004088818000022/0000040888-18-000022-index.htm,412 KB,2018-05-30,2018,0000040888
5316,https://www.sec.gov/Archives/edgar/data/1123494/000117184318004209/0001171843-18-004209-index.htm,365 KB,2018-05-25,2018,0001123494
5322,https://www.sec.gov/Archives/edgar/data/1501585/000119312518179599/0001193125-18-179599-index.htm,235 KB,2018-05-31,2018,0001501585
5328,https://www.sec.gov/Archives/edgar/data/1237831/000123783118000025/0001237831-18-000025-index.htm,25 KB,2018-05-30,2018,0001237831
5335,https://www.sec.gov/Archives/edgar/data/1316835/000119312518178429/0001193125-18-178429-index.htm,15 KB,2018-05-30,2018,0001316835
5345,https://www.sec.gov/Archives/edgar/data/1564902/000156459018014820/0001564590-18-014820-index.htm,88 KB,2018-05-31,2018,0001564902
5350,https://www.sec.gov/Archives/edgar/data/1605484/000160548418000037/0001605484-18-000037-index.htm,90 KB,2018-05-31,2018,0001605484
5354,https://www.sec.gov/Archives/edgar/data/1109354/000110465918037049/0001104659-18-037049-index.htm,444 KB,2018-05-31,2018,0001109354
5360,https://www.sec.gov/Archives/edgar/data/1017303/000101730318000046/0001017303-18-000046-index.htm,193 KB,2018-05-31,2018,0001017303
5366,https://www.sec.gov/Archives/edgar/data/903129/000156459018014025/0001564590-18-014025-index.htm,81 KB,2018-05-21,2018,0000903129
5377,https://www.sec.gov/Archives/edgar/data/1644440/000164444018000069/0001644440-18-000069-index.htm,35 KB,2018-05-24,2018,0001644440
5380,https://www.sec.gov/Archives/edgar/data/39020/000118518518001010/0001185185-18-001010-index.htm,375 KB,2018-05-30,2018,0000039020
5385,https://www.sec.gov/Archives/edgar/data/29644/000002964418000008/0000029644-18-000008-index.htm,465 KB,2018-05-24,2018,0000029644
5390,https://www.sec.gov/Archives/edgar/data/1050915/000119312518180336/0001193125-18-180336-index.htm,164 KB,2018-05-31,2018,0001050915
5396,https://www.sec.gov/Archives/edgar/data/909832/000090983218000006/0000909832-18-000006-index.htm,51 KB,2018-05-30,2018,0000909832
5402,https://www.sec.gov/Archives/edgar/data/1580808/000158080818000028/0001580808-18-000028-index.htm,786 KB,2018-05-16,2018,0001580808
5407,https://www.sec.gov/Archives/edgar/data/100378/000143774918009116/0001437749-18-009116-index.htm,58 KB,2018-05-09,2018,0000100378
5413,https://www.sec.gov/Archives/edgar/data/737758/000073775818000018/0000737758-18-000018-index.htm,87 KB,2018-05-30,2018,0000737758
5419,https://www.sec.gov/Archives/edgar/data/1041859/000114420418032043/0001144204-18-032043-index.htm,124 KB,2018-05-31,2018,0001041859
5428,https://www.sec.gov/Archives/edgar/data/318996/000119312518178676/0001193125-18-178676-index.htm,790 KB,2018-05-30,2018,0000318996
5436,https://www.sec.gov/Archives/edgar/data/355999/000119312518180332/0001193125-18-180332-index.htm,26 KB,2018-05-31,2018,0000355999
5442,https://www.sec.gov/Archives/edgar/data/1121404/000119312518177509/0001193125-18-177509-index.htm,16 KB,2018-05-30,2018,0001121404
5448,https://www.sec.gov/Archives/edgar/data/1047122/000104712218000134/0001047122-18-000134-index.htm,59 KB,2018-05-30,2018,0001047122
5454,https://www.sec.gov/Archives/edgar/data/743238/000143774918010979/0001437749-18-010979-index.htm,334 KB,2018-05-31,2018,0000743238
5460,https://www.sec.gov/Archives/edgar/data/21665/000093041318001955/0000930413-18-001955-index.htm,88 KB,2018-05-31,2018,0000021665
5469,https://www.sec.gov/Archives/edgar/data/1587523/000119312518173201/0001193125-18-173201-index.htm,180 KB,2018-05-24,2018,0001587523
5474,https://www.sec.gov/Archives/edgar/data/924383/000143774918011033/0001437749-18-011033-index.htm,34 KB,2018-05-31,2018,0000924383
5480,https://www.sec.gov/Archives/edgar/data/49826/000004982618000076/0000049826-18-000076-index.htm,430 KB,2018-05-30,2018,0000049826
5485,https://www.sec.gov/Archives/edgar/data/749038/000114420418031978/0001144204-18-031978-index.htm,24 KB,2018-05-31,2018,0000749038
5491,https://www.sec.gov/Archives/edgar/data/1443646/000144364618000066/0001443646-18-000066-index.htm,46 KB,2018-05-25,2018,0001443646
5497,https://www.sec.gov/Archives/edgar/data/26172/000089706918000383/0000897069-18-000383-index.htm,747 KB,2018-05-30,2018,0000026172
5503,https://www.sec.gov/Archives/edgar/data/1485469/000114420418029513/0001144204-18-029513-index.htm,62 KB,2018-05-17,2018,0001485469
5509,https://www.sec.gov/Archives/edgar/data/200406/000020040618000023/0000200406-18-000023-index.htm,490 KB,2018-05-23,2018,0000200406
5515,https://www.sec.gov/Archives/edgar/data/1089063/000108906318000065/0001089063-18-000065-index.htm,37 KB,2018-05-31,2018,0001089063
5521,https://www.sec.gov/Archives/edgar/data/1206264/000120626418000091/0001206264-18-000091-index.htm,23 KB,2018-05-25,2018,0001206264
5527,https://www.sec.gov/Archives/edgar/data/1159152/000115915218000037/0001159152-18-000037-index.htm,26 KB,2018-05-31,2018,0001159152
5532,https://www.sec.gov/Archives/edgar/data/1591956/000159195618000031/0001591956-18-000031-index.htm,36 KB,2018-05-23,2018,0001591956
5537,https://www.sec.gov/Archives/edgar/data/717954/000128408418000040/0001284084-18-000040-index.htm,23 KB,2018-05-31,2018,0000717954
5543,https://www.sec.gov/Archives/edgar/data/1650962/000165096218000064/0001650962-18-000064-index.htm,160 KB,2018-05-31,2018,0001650962
5547,https://www.sec.gov/Archives/edgar/data/1370946/000119312518176840/0001193125-18-176840-index.htm,14 KB,2018-05-29,2018,0001370946
5553,https://www.sec.gov/Archives/edgar/data/1730168/000119312518175289/0001193125-18-175289-index.htm,174 KB,2018-05-25,2018,0001730168
5555,https://www.sec.gov/Archives/edgar/data/1590714/000159071418000056/0001590714-18-000056-index.htm,63 KB,2018-05-25,2018,0001590714
5560,https://www.sec.gov/Archives/edgar/data/921582/000119312518180388/0001193125-18-180388-index.htm,296 KB,2018-05-31,2018,0000921582
5566,https://www.sec.gov/Archives/edgar/data/813762/000081376218000077/0000813762-18-000077-index.htm,510 KB,2018-05-31,2018,0000813762
5571,https://www.sec.gov/Archives/edgar/data/310056/000031005618000025/0000310056-18-000025-index.htm,40 KB,2018-05-31,2018,0000310056
5576,https://www.sec.gov/Archives/edgar/data/820318/000119312518173556/0001193125-18-173556-index.htm,45 KB,2018-05-24,2018,0000820318
5582,https://www.sec.gov/Archives/edgar/data/706698/000109690618000283/0001096906-18-000283-index.htm,15 KB,2018-05-31,2018,0000706698
5588,https://www.sec.gov/Archives/edgar/data/842162/000084216218000021/0000842162-18-000021-index.htm,170 KB,2018-05-30,2018,0000842162
5594,https://www.sec.gov/Archives/edgar/data/890491/000119312518180386/0001193125-18-180386-index.htm,18 KB,2018-05-31,2018,0000890491
5600,https://www.sec.gov/Archives/edgar/data/773840/000093041318001954/0000930413-18-001954-index.htm,53 KB,2018-05-31,2018,0000773840
5606,https://www.sec.gov/Archives/edgar/data/1008654/000100865418000016/0001008654-18-000016-index.htm,343 KB,2018-05-25,2018,0001008654
5609,https://www.sec.gov/Archives/edgar/data/819689/000156276218000185/0001562762-18-000185-index.htm,33 KB,2018-05-31,2018,0000819689
5615,https://www.sec.gov/Archives/edgar/data/101829/000010182918000013/0000101829-18-000013-index.htm,85 KB,2018-05-31,2018,0000101829
5620,https://www.sec.gov/Archives/edgar/data/57083/000119312518177479/0001193125-18-177479-index.htm,154 KB,2018-05-30,2018,0000057083
5628,https://www.sec.gov/Archives/edgar/data/742112/000074211218000054/0000742112-18-000054-index.htm,47 KB,2018-05-22,2018,0000742112
5634,https://www.sec.gov/Archives/edgar/data/763532/000089225118000054/0000892251-18-000054-index.htm,39 KB,2018-05-31,2018,0000763532
5639,https://www.sec.gov/Archives/edgar/data/33619/000119312518180287/0001193125-18-180287-index.htm,242 KB,2018-05-31,2018,0000033619
5645,https://www.sec.gov/Archives/edgar/data/313216/000119312518174422/0001193125-18-174422-index.htm,346 KB,2018-05-25,2018,0000313216
5651,https://www.sec.gov/Archives/edgar/data/815094/000119312518173575/0001193125-18-173575-index.htm,21 KB,2018-05-24,2018,0000815094
5657,https://www.sec.gov/Archives/edgar/data/310354/000031035418000011/0000310354-18-000011-index.htm,366 KB,2018-05-29,2018,0000310354
5663,https://www.sec.gov/Archives/edgar/data/1449488/000156459018014481/0001564590-18-014481-index.htm,38 KB,2018-05-29,2018,0001449488
5668,https://www.sec.gov/Archives/edgar/data/764579/000107261318000358/0001072613-18-000358-index.htm,72 KB,2018-05-25,2018,0000764579
5675,https://www.sec.gov/Archives/edgar/data/48039/000004803918000045/0000048039-18-000045-index.htm,83 KB,2018-05-29,2018,0000048039
5681,https://www.sec.gov/Archives/edgar/data/26324/000002632418000008/0000026324-18-000008-index.htm,73 KB,2018-05-08,2018,0000026324
5687,https://www.sec.gov/Archives/edgar/data/756620/000119312518172942/0001193125-18-172942-index.htm,25 KB,2018-05-24,2018,0000756620
5693,https://www.sec.gov/Archives/edgar/data/799288/000079928818000040/0000799288-18-000040-index.htm,89 KB,2018-05-30,2018,0000799288
5698,https://www.sec.gov/Archives/edgar/data/109563/000010956318000073/0000109563-18-000073-index.htm,65 KB,2018-05-30,2018,0000109563
5704,https://www.sec.gov/Archives/edgar/data/717826/000119312518174561/0001193125-18-174561-index.htm,254 KB,2018-05-25,2018,0000717826
5709,https://www.sec.gov/Archives/edgar/data/1566844/000117891318001819/0001178913-18-001819-index.htm,425 KB,2018-05-31,2018,0001566844
5715,https://www.sec.gov/Archives/edgar/data/886128/000156459018014773/0001564590-18-014773-index.htm,53 KB,2018-05-31,2018,0000886128
5725,https://www.sec.gov/Archives/edgar/data/1320854/000119312518180356/0001193125-18-180356-index.htm,36 KB,2018-05-31,2018,0001320854
5731,https://www.sec.gov/Archives/edgar/data/701288/000165495418005525/0001654954-18-005525-index.htm,463 KB,2018-05-16,2018,0000701288
5737,https://www.sec.gov/Archives/edgar/data/29915/000119312518179547/0001193125-18-179547-index.htm,43 KB,2018-05-31,2018,0000029915
5743,https://www.sec.gov/Archives/edgar/data/9092/000089706918000387/0000897069-18-000387-index.htm,438 KB,2018-05-30,2018,0000009092
5749,https://www.sec.gov/Archives/edgar/data/1116284/000111628418000026/0001116284-18-000026-index.htm,22 KB,2018-05-30,2018,0001116284
5755,https://www.sec.gov/Archives/edgar/data/69633/000114420418032030/0001144204-18-032030-index.htm,136 KB,2018-05-31,2018,0000069633
5761,https://www.sec.gov/Archives/edgar/data/1043604/000119312518180330/0001193125-18-180330-index.htm,224 KB,2018-05-31,2018,0001043604
5767,https://www.sec.gov/Archives/edgar/data/702165/000070216518000025/0000702165-18-000025-index.htm,29 KB,2018-05-29,2018,0000702165
5773,https://www.sec.gov/Archives/edgar/data/203527/000114420418027222/0001144204-18-027222-index.htm,405 KB,2018-05-11,2018,0000203527
5779,https://www.sec.gov/Archives/edgar/data/913277/000114420418031993/0001144204-18-031993-index.htm,62 KB,2018-05-31,2018,0000913277
5785,https://www.sec.gov/Archives/edgar/data/1289340/000119312518166332/0001193125-18-166332-index.htm,416 KB,2018-05-17,2018,0001289340
5791,https://www.sec.gov/Archives/edgar/data/880224/000088022418000030/0000880224-18-000030-index.htm,25 KB,2018-05-10,2018,0000880224
5797,https://www.sec.gov/Archives/edgar/data/920148/000119312518176226/0001193125-18-176226-index.htm,16 KB,2018-05-29,2018,0000920148
5803,https://www.sec.gov/Archives/edgar/data/1003078/000114420418029691/0001144204-18-029691-index.htm,116 KB,2018-05-18,2018,0001003078
5808,https://www.sec.gov/Archives/edgar/data/900349/000089706918000379/0000897069-18-000379-index.htm,82 KB,2018-05-29,2018,0000900349
5814,https://www.sec.gov/Archives/edgar/data/30305/000119312518179672/0001193125-18-179672-index.htm,21 KB,2018-05-31,2018,0000030305
5820,https://www.sec.gov/Archives/edgar/data/107687/000010768718000014/0000107687-18-000014-index.htm,2 MB,2018-05-31,2018,0000107687
5826,https://www.sec.gov/Archives/edgar/data/790051/000079005118000121/0000790051-18-000121-index.htm,400 KB,2018-05-24,2018,0000790051
5832,https://www.sec.gov/Archives/edgar/data/1116132/000115752318001221/0001157523-18-001221-index.htm,321 KB,2018-05-31,2018,0001116132
5838,https://www.sec.gov/Archives/edgar/data/864240/000143774918010712/0001437749-18-010712-index.htm,65 KB,2018-05-25,2018,0000864240
5844,https://www.sec.gov/Archives/edgar/data/88205/000008820518000010/0000088205-18-000010-index.htm,565 KB,2018-05-25,2018,0000088205
5850,https://www.sec.gov/Archives/edgar/data/1617669/000161766918000024/0001617669-18-000024-index.htm,74 KB,2018-05-31,2018,0001617669
5852,https://www.sec.gov/Archives/edgar/data/1101302/000110130218000028/0001101302-18-000028-index.htm,555 KB,2018-05-31,2018,0001101302
5858,https://www.sec.gov/Archives/edgar/data/1133421/000113342118000020/0001133421-18-000020-index.htm,66 KB,2018-05-25,2018,0001133421
5864,https://www.sec.gov/Archives/edgar/data/945841/000094584118000084/0000945841-18-000084-index.htm,21 KB,2018-05-25,2018,0000945841
5870,https://www.sec.gov/Archives/edgar/data/916793/000117891318001733/0001178913-18-001733-index.htm,485 KB,2018-05-23,2018,0000916793
5876,https://www.sec.gov/Archives/edgar/data/1517228/000156459018014431/0001564590-18-014431-index.htm,1 MB,2018-05-25,2018,0001517228
5880,https://www.sec.gov/Archives/edgar/data/812074/000110465918037178/0001104659-18-037178-index.htm,423 KB,2018-05-31,2018,0000812074
5886,https://www.sec.gov/Archives/edgar/data/76334/000007633418000058/0000076334-18-000058-index.htm,60 KB,2018-05-31,2018,0000076334
5892,https://www.sec.gov/Archives/edgar/data/1356104/000135610418000021/0001356104-18-000021-index.htm,483 KB,2018-05-30,2018,0001356104
5898,https://www.sec.gov/Archives/edgar/data/59478/000005947818000151/0000059478-18-000151-index.htm,17 KB,2018-05-16,2018,0000059478
5904,https://www.sec.gov/Archives/edgar/data/82166/000008216618000038/0000082166-18-000038-index.htm,45 KB,2018-05-09,2018,0000082166
5905,https://www.sec.gov/Archives/edgar/data/82166/000008216618000036/0000082166-18-000036-index.htm,45 KB,2018-05-08,2018,0000082166
5911,https://www.sec.gov/Archives/edgar/data/720500/000072050018000034/0000720500-18-000034-index.htm,83 KB,2018-05-31,2018,0000720500
5917,https://www.sec.gov/Archives/edgar/data/106640/000010664018000048/0000106640-18-000048-index.htm,70 KB,2018-05-31,2018,0000106640
5923,https://www.sec.gov/Archives/edgar/data/4447/000156459018014819/0001564590-18-014819-index.htm,48 KB,2018-05-31,2018,0000004447
5929,https://www.sec.gov/Archives/edgar/data/1037646/000103764618000017/0001037646-18-000017-index.htm,391 KB,2018-05-31,2018,0001037646
5935,https://www.sec.gov/Archives/edgar/data/72205/000119312518178478/0001193125-18-178478-index.htm,20 KB,2018-05-30,2018,0000072205
5941,https://www.sec.gov/Archives/edgar/data/886835/000119312518179600/0001193125-18-179600-index.htm,25 KB,2018-05-31,2018,0000886835
5947,https://www.sec.gov/Archives/edgar/data/1585644/000128226618000030/0001282266-18-000030-index.htm,279 KB,2018-05-29,2018,0001585644
5953,https://www.sec.gov/Archives/edgar/data/1342338/000117184318004224/0001171843-18-004224-index.htm,37 KB,2018-05-25,2018,0001342338
5966,https://www.sec.gov/Archives/edgar/data/31347/000003134718000018/0000031347-18-000018-index.htm,293 KB,2018-05-24,2018,0000031347
5976,https://www.sec.gov/Archives/edgar/data/1024672/000117891318001768/0001178913-18-001768-index.htm,78 KB,2018-05-29,2018,0001024672
5982,https://www.sec.gov/Archives/edgar/data/31791/000119312518178431/0001193125-18-178431-index.htm,32 KB,2018-05-30,2018,0000031791
5988,https://www.sec.gov/Archives/edgar/data/79879/000007987918000031/0000079879-18-000031-index.htm,99 KB,2018-05-31,2018,0000079879
5994,https://www.sec.gov/Archives/edgar/data/1328581/000132858118000078/0001328581-18-000078-index.htm,27 KB,2018-05-30,2018,0001328581
5996,https://www.sec.gov/Archives/edgar/data/1082554/000110465918036897/0001104659-18-036897-index.htm,23 KB,2018-05-31,2018,0001082554
6002,https://www.sec.gov/Archives/edgar/data/1493137/000107997318000358/0001079973-18-000358-index.htm,71 KB,2018-06-01,2018,0001493137
6008,https://www.sec.gov/Archives/edgar/data/1036262/000143774918011014/0001437749-18-011014-index.htm,33 KB,2018-05-31,2018,0001036262
6013,https://www.sec.gov/Archives/edgar/data/888504/000156459018014505/0001564590-18-014505-index.htm,27 KB,2018-05-29,2018,0000888504
6019,https://www.sec.gov/Archives/edgar/data/1040161/000104016118000017/0001040161-18-000017-index.htm,26 KB,2018-05-31,2018,0001040161
6026,https://www.sec.gov/Archives/edgar/data/1086600/000155837018004135/0001558370-18-004135-index.htm,31 KB,2018-05-07,2018,0001086600
6032,https://www.sec.gov/Archives/edgar/data/910638/000091063818000017/0000910638-18-000017-index.htm,521 KB,2018-05-24,2018,0000910638
6038,https://www.sec.gov/Archives/edgar/data/768411/000138713118002327/0001387131-18-002327-index.htm,143 KB,2018-05-23,2018,0000768411
6044,https://www.sec.gov/Archives/edgar/data/1601046/000160104618000014/0001601046-18-000014-index.htm,674 KB,2018-05-31,2018,0001601046
6048,https://www.sec.gov/Archives/edgar/data/1449732/000119312518179916/0001193125-18-179916-index.htm,19 KB,2018-05-31,2018,0001449732
6054,https://www.sec.gov/Archives/edgar/data/931584/000119312518186695/0001193125-18-186695-index.htm,17 KB,2018-06-07,2018,0000931584
6060,https://www.sec.gov/Archives/edgar/data/1039101/000114036118024700/0001140361-18-024700-index.htm,495 KB,2018-05-18,2018,0001039101
6066,https://www.sec.gov/Archives/edgar/data/59255/000005925518000067/0000059255-18-000067-index.htm,13 KB,2018-05-24,2018,0000059255
6072,https://www.sec.gov/Archives/edgar/data/1533758/000153375818000010/0001533758-18-000010-index.htm,917 KB,2018-05-29,2018,0001533758
6076,https://www.sec.gov/Archives/edgar/data/1069258/000106925818000023/0001069258-18-000023-index.htm,42 KB,2018-05-31,2018,0001069258
6082,https://www.sec.gov/Archives/edgar/data/918160/000091816018000098/0000918160-18-000098-index.htm,37 KB,2018-05-18,2018,0000918160
6088,https://www.sec.gov/Archives/edgar/data/1375877/000110465918051645/0001104659-18-051645-index.htm,27 KB,2018-08-14,2018,0001375877
6094,https://www.sec.gov/Archives/edgar/data/719135/000071913518000039/0000719135-18-000039-index.htm,186 KB,2018-05-24,2018,0000719135
6100,https://www.sec.gov/Archives/edgar/data/832101/000083210118000031/0000832101-18-000031-index.htm,509 KB,2018-05-31,2018,0000832101
6106,https://www.sec.gov/Archives/edgar/data/1467761/000165495418005785/0001654954-18-005785-index.htm,39 KB,2018-05-22,2018,0001467761
6112,https://www.sec.gov/Archives/edgar/data/1101396/000110139618000021/0001101396-18-000021-index.htm,45 KB,2018-05-18,2018,0001101396
